direction,count,wins,losses,win_rate,avg_win,avg_loss,PF,expectancy,net_pnl,max_dd,median
LONG,48.0,24.0,24.0,50.0,2.8757967342947466,-3.2062570844874263,0.8969326721205484,-0.16523017509633986,-7.931048404624342,0.0,-0.20000000000000018
