signal_id,symbol,direction,signal_timestamp,created_at,entry_price,target_price,stop_price,raw_probability,probability,expected_value,regime,strategy_version,model_version,prediction_id,provenance_id,outcome_timestamp,exit_price,terminal_state,net_pnl,realized_return,transaction_cost,slippage,mae,mfe,data_timestamp,market_timestamp,sector,industry,days_held
sig_ZYDUSLIFE_202605070000,ZYDUSLIFE,LONG,2026-05-07,2026-09-10 11:25:25.176225,938.7999877929688,966.9639874267579,910.6359881591796,0.5,0.5600234280724601,1.5,,v2.2,202609090741,e16b36ba-5088-445f-a0db-5bdb14e42a81,07e1bda1-3048-4b8a-a320-4023e49f42c6,2026-05-15,968.0,TARGET_HIT,2.910354983672055,3.110354983672055,,,-1.4593110763921824,6.199404874711818,2026-05-07,,,,8
sig_ZYDUSLIFE_202605080000,ZYDUSLIFE,LONG,2026-05-08,2026-09-10 11:25:34.098544,940.2999877929688,968.5089874267578,912.0909881591797,0.5,0.5587414672778728,1.43,,v2.2,202609090741,f8c58c32-24fc-488b-be34-0a85ebbfc6fa,934b6860-08c4-42f9-b2e6-6fe7b23680c0,2026-05-15,968.5089874267578,TARGET_HIT,2.8,3.0,,,-1.6165066898180078,6.029991805074363,2026-05-08,,,,7
sig_ZYDUSLIFE_202605150000,ZYDUSLIFE,LONG,2026-05-15,2026-09-10 11:26:03.265774,991.7000122070312,1021.4510125732422,961.9490118408203,0.5,0.6206286116079823,5.19,,v2.2,202609090741,cdac10a1-f5d5-4224-a582-171365f53b89,19af777e-1d93-4a30-b01d-d87473efbf64,2026-05-20,1021.4510125732422,TARGET_HIT,2.8000000000000034,3.0000000000000036,,,-0.3882259326109599,5.677118796002933,2026-05-15,,,,5
sig_ZYDUSLIFE_202605180000,ZYDUSLIFE,LONG,2026-05-18,2026-09-10 11:26:12.102717,1011.7000122070312,1042.0510125732421,981.3490118408203,0.5,0.6036457543707385,4.27,,v2.2,202609090741,2c27ea42-c0f2-496a-a1c6-95a2ab09cede,fe1762f5-7e86-44be-9b6b-a5893fd9114c,2026-05-20,1042.0510125732421,TARGET_HIT,2.7999999999999945,2.9999999999999947,,,-2.357421798292234,3.5880189142016565,2026-05-18,,,,2
sig_ZYDUSLIFE_202605190000,ZYDUSLIFE,LONG,2026-05-19,2026-09-10 11:26:20.726007,991.0999755859375,1020.8329748535157,961.3669763183593,0.5,0.6144908065497207,4.83,,v2.2,202609090741,8c342859-e4a7-4411-9d07-7111166f5569,073aaa3e-0c12-4316-aca4-9bc7ba7e174e,2026-05-20,1020.8329748535157,TARGET_HIT,2.800000000000005,3.0000000000000053,,,0.0,5.741098356946609,2026-05-19,,,,1
sig_ZYDUSLIFE_202605200000,ZYDUSLIFE,LONG,2026-05-20,2026-09-10 11:26:29.682954,1018.9000244140625,1049.4670251464845,988.3330236816406,0.5,0.6156888145535874,5.03,,v2.2,202609090741,34a95501-4931-478c-90f4-45e8397c6ba6,5f49a7aa-afe2-4cca-8b22-6db8e7627b08,2026-05-21,1066.1500244140625,TARGET_HIT,4.43735389810909,4.63735389810909,,,0.0,7.336342939336602,2026-05-20,,,,1
sig_ZYDUSLIFE_202605210000,ZYDUSLIFE,LONG,2026-05-21,2026-09-10 11:26:38.299940,1040.8499755859375,1072.0754748535157,1009.6244763183594,0.5,0.6180080353870357,5.29,,v2.2,202609090741,448156f0-323f-41e8-aba2-a8c6e78ccc0e,2151b958-f148-4503-954f-d5449bfcb9fd,2026-05-26,1072.0754748535157,TARGET_HIT,2.8000000000000114,3.0000000000000115,,,-1.0376064765465143,3.280974704816421,2026-05-21,,,,5
sig_ZYDUSLIFE_202605220000,ZYDUSLIFE,LONG,2026-05-22,2026-09-10 11:26:46.925584,1036.449951171875,1067.5434497070312,1005.3564526367187,0.5,0.5935010900239036,3.74,,v2.2,202609090741,ae1fbe0f-7ba5-45db-a19c-1a6d0154914b,eac26d0e-e205-4804-ac28-7fb436a9ad59,2026-05-26,1067.5434497070312,TARGET_HIT,2.7999999999999936,2.999999999999994,,,0.0,3.7194317761834914,2026-05-22,,,,4
sig_ZYDUSLIFE_202605250000,ZYDUSLIFE,LONG,2026-05-25,2026-09-10 11:26:55.999247,1038.949951171875,1070.1184497070312,1007.7814526367188,0.5,0.6076239903492933,4.63,,v2.2,202609090741,89eecbc8-570f-46f2-bd07-7d517a37144f,63b4a64f-776c-4a44-8f93-d0191a43910c,2026-05-26,1070.1184497070312,TARGET_HIT,2.799999999999998,2.9999999999999982,,,0.0,3.4698542299812076,2026-05-25,,,,1
sig_ZYDUSLIFE_202605260000,ZYDUSLIFE,LONG,2026-05-26,2026-09-10 11:27:05.252600,1072.949951171875,1105.1384497070312,1040.7614526367188,0.5,0.6137447586810895,5.18,,v2.2,202609090741,40b0dbfb-98af-401a-88ea-e681be464993,477bf2ac-6861-48c6-8151-c2b3dbda1b66,2026-06-01,1105.1384497070312,TARGET_HIT,2.7999999999999967,2.999999999999997,,,-0.615124272919628,3.9657067677436277,2026-05-26,,,,6
sig_ZYDUSLIFE_202605270000,ZYDUSLIFE,LONG,2026-05-27,2026-09-10 11:27:12.981233,1079.050048828125,1111.4215502929687,1046.6785473632813,0.5,0.5945044210157301,3.96,,v2.2,202609090741,34c596da-bcb8-4914-a9f0-c49fa36bf4ff,28bbde3e-0e8e-4f88-a518-1acf0fbda933,2026-06-01,1111.4215502929687,TARGET_HIT,2.799999999999998,2.9999999999999982,,,-0.7275007924586445,3.3779666857399757,2026-05-27,,,,5
sig_ZYDUSLIFE_202605280000,ZYDUSLIFE,LONG,2026-05-28,2026-09-10 11:27:20.609512,1085.800048828125,1118.3740502929688,1053.2260473632812,0.5,0.5950097992591674,4.02,,v2.2,202609090741,f8e6201a-dc43-4d8d-8e90-8bfc9e107f2c,bc1e7c1e-ed73-491f-b16b-ff3284ca8df1,2026-06-04,1053.2260473632812,STOP_LOSS,-3.2000000000000077,-3.0000000000000075,,,-3.3984180101932866,2.735305750255709,2026-05-28,,,,7
sig_ZYDUSLIFE_202605290000,ZYDUSLIFE,LONG,2026-05-29,2026-09-10 11:27:28.342905,1085.800048828125,1118.3740502929688,1053.2260473632812,0.5,0.58861044119047,3.6,,v2.2,202609090741,c71e504c-68d7-4e9b-b3f7-f4e95d7145d4,8ee1a888-2996-46ac-b847-c101eb79380a,2026-06-04,1053.2260473632812,STOP_LOSS,-3.2000000000000077,-3.0000000000000075,,,-3.3984180101932866,2.735305750255709,2026-05-29,,,,6
sig_ZYDUSLIFE_202606010000,ZYDUSLIFE,LONG,2026-06-01,2026-09-10 11:27:36.265044,1077.699951171875,1110.0309497070314,1045.3689526367186,0.5,0.6100139998059466,4.96,,v2.2,202609090741,15519d2e-c94d-4721-8ff4-44e8740093dc,366f4620-2823-47f6-af77-1934bf8b3c60,2026-06-10,1110.0309497070314,TARGET_HIT,2.800000000000011,3.000000000000011,,,-2.6723511239372226,3.0899183758814335,2026-06-01,,,,9
sig_ZYDUSLIFE_202606020000,ZYDUSLIFE,LONG,2026-06-02,2026-09-10 11:27:44.117399,1091.199951171875,1123.9359497070313,1058.4639526367187,0.5,0.579507402444624,3.02,,v2.2,202609090741,84f6b9c5-1236-4f6c-817b-2c78b194122f,0bf8f98d-9190-438d-ab9b-91a887b612b3,2026-06-04,1058.4639526367187,STOP_LOSS,-3.200000000000008,-3.000000000000008,,,-3.8764597370431733,0.0,2026-06-02,,,,2
sig_ZYDUSLIFE_202606030000,ZYDUSLIFE,LONG,2026-06-03,2026-09-10 11:27:52.091216,1078.300048828125,1110.6490502929687,1045.9510473632813,0.5,0.5817623982103017,3.13,,v2.2,202609090741,0d13c86f-0644-44d2-9444-11ec66e449a4,1a3c01b5-1fd4-4b0d-96a2-4ab4598597db,2026-06-10,1110.6490502929687,TARGET_HIT,2.799999999999995,2.999999999999995,,,-2.7265160978165457,3.0325465724881173,2026-06-03,,,,7
sig_ZYDUSLIFE_202606040000,ZYDUSLIFE,LONG,2026-06-04,2026-09-10 11:28:00.101983,1076.5999755859375,1108.8979748535157,1044.3019763183593,0.5,0.5820556193770927,3.15,,v2.2,202609090741,f783b1f5-af3e-47e6-9487-172a6a29f4a6,b40f7fdc-52ab-468f-b7ce-3e89ec2ee20a,2026-06-10,1108.8979748535157,TARGET_HIT,2.80000000000001,3.00000000000001,,,-1.2539476412910608,3.1952466277310054,2026-06-04,,,,6
sig_ZYDUSLIFE_202606050000,ZYDUSLIFE,LONG,2026-06-05,2026-09-10 11:28:07.829333,1084.5999755859375,1117.1379748535157,1052.0619763183593,0.5,0.5679439829685963,2.25,,v2.2,202609090741,dc2ab372-6d16-4cd0-9858-a53dc2cadd5c,7621770c-3991-4469-8b1a-2b4935ab6533,2026-06-11,1117.1379748535157,TARGET_HIT,2.800000000000011,3.000000000000011,,,-0.7744813390323491,3.2454429314523296,2026-06-05,,,,6
sig_ZYDUSLIFE_202606080000,ZYDUSLIFE,LONG,2026-06-08,2026-09-10 11:28:15.760750,1089.0,1121.67,1056.33,0.5,0.5642551114572304,2.02,,v2.2,202609090741,267bd2f7-a56d-43dc-8314-3f2251c0218e,df23e545-9126-42fb-84a1-5c6d376c3453,2026-06-18,1056.33,STOP_LOSS,-3.200000000000007,-3.0000000000000067,,,-3.232318748565197,2.828287312040863,2026-06-08,,,,10
sig_ZYDUSLIFE_202606090000,ZYDUSLIFE,LONG,2026-06-09,2026-09-10 11:28:23.615944,1087.5999755859375,1120.2279748535157,1054.9719763183593,0.5,0.5647182268453143,2.05,,v2.2,202609090741,d687c8f8-afc6-4721-96f4-869200ee48bc,07632d87-9c91-4609-99f7-5b1b48cd9f7e,2026-06-18,1054.9719763183593,STOP_LOSS,-3.2000000000000037,-3.0000000000000036,,,-3.1077535414252844,2.9606540975545643,2026-06-09,,,,9
sig_ZYDUSLIFE_202606100000,ZYDUSLIFE,LONG,2026-06-10,2026-09-10 11:28:31.451874,1105.5999755859375,1138.7679748535156,1072.4319763183594,0.5,0.5748549975858399,2.75,,v2.2,202609090741,7019ea61-ef20-4136-bf85-1a63ae07aaa8,8793f4c6-79cc-4553-ac0d-596ac8d16b5b,2026-06-17,1072.4319763183594,STOP_LOSS,-3.2,-3.0,,,-3.0028900058793813,1.2843771305857576,2026-06-10,,,,7
sig_ZYDUSLIFE_202606110000,ZYDUSLIFE,LONG,2026-06-11,2026-09-10 11:28:39.729809,1098.300048828125,1131.2490502929688,1065.3510473632812,0.5,0.5574391711237766,1.59,,v2.2,202609090741,896a5d1e-4e6d-4069-a22e-d1b312ad2c66,dc76388d-c839-4454-967a-94cbcc78b8b4,2026-06-18,1065.3510473632812,STOP_LOSS,-3.2000000000000077,-3.0000000000000075,,,-4.051716108679139,1.7936766180512007,2026-06-11,,,,7
sig_ZYDUSLIFE_202606120000,ZYDUSLIFE,LONG,2026-06-12,2026-09-10 11:28:48.057630,1105.9000244140625,1139.0770251464844,1072.7230236816406,0.5,0.557317238331529,1.59,,v2.2,202609090741,2c2d0b26-25b2-49ca-8610-9f577129cc2a,56c5289c-683e-4c48-8bb0-33a1f0bca12b,2026-06-17,1072.7230236816406,STOP_LOSS,-3.2000000000000024,-3.000000000000002,,,-3.0292069138663105,1.0941292448518043,2026-06-12,,,,5
sig_ZYDUSLIFE_202606150000,ZYDUSLIFE,LONG,2026-06-15,2026-09-10 11:28:56.228926,1104.699951171875,1137.8409497070313,1071.5589526367187,0.5,0.5562621022885614,1.52,,v2.2,202609090741,f29ca86a-0263-40bc-9237-d62a5e99f064,b74dad97-8684-468e-91d7-dd120255726a,2026-06-18,1069.9000244140625,STOP_LOSS,-3.3501700276981494,-3.1501700276981492,,,-4.607577133479091,0.6698673613783084,2026-06-15,,,,3
sig_ZYDUSLIFE_202606180000,ZYDUSLIFE,LONG,2026-06-18,2026-09-10 11:29:13.143182,1061.4000244140625,1093.2420251464844,1029.5580236816406,0.5,0.5955642840314098,3.96,,v2.2,202609090741,3b312d0e-0752-41be-b4f0-3743ae1b0da6,e075702b-192d-4e37-9e69-503ad9e1afc2,2026-06-24,1094.0,TARGET_HIT,2.8714127412927146,3.071412741292715,,,-0.07537674860773257,5.944975893586524,2026-06-18,,,,6
sig_ZYDUSLIFE_202606220000,ZYDUSLIFE,LONG,2026-06-22,2026-09-10 11:29:25.874215,1070.800048828125,1102.9240502929688,1038.6760473632812,0.5,0.5626636787637799,1.88,,v2.2,202609090741,3fc9a94c-9f68-49f0-8b9b-4b785de70481,764f756a-0294-4a47-b865-e0613b84c152,2026-06-24,1102.9240502929688,TARGET_HIT,2.8000000000000034,3.0000000000000036,,,-0.5790131639396926,5.014937310718635,2026-06-22,,,,2
sig_ZYDUSLIFE_202606240000,ZYDUSLIFE,LONG,2026-06-24,2026-09-10 11:29:38.030616,1112.199951171875,1145.5659497070312,1078.8339526367188,0.5,0.6013150541861653,4.54,,v2.2,202609090741,807fc3ef-dd6f-4dbc-8361-483314f2b555,caaa7796-a811-479b-9c66-c0afe831e21a,2026-07-07,1145.5659497070312,TARGET_HIT,2.799999999999997,2.9999999999999973,,,-1.5374911289934896,3.569508630202449,2026-06-24,,,,13
sig_ZYDUSLIFE_202606260000,ZYDUSLIFE,LONG,2026-06-26,2026-09-10 11:29:51.005531,1101.4000244140625,1134.4420251464844,1068.3580236816406,0.5,0.5746144923153519,2.73,,v2.2,202609090741,b7c2ec64-7e1b-422a-bc30-f9a357879577,83a8f24c-7e2e-4d16-8aac-2c8c3fd2f887,2026-07-06,1134.4420251464844,TARGET_HIT,2.8000000000000034,3.0000000000000036,,,-0.5720036942505593,3.7679316397398597,2026-06-26,,,,10
sig_ZYDUSLIFE_202606300000,ZYDUSLIFE,LONG,2026-06-30,2026-09-10 11:30:03.422305,1121.300048828125,1154.939050292969,1087.661047363281,0.5,0.5851642793448607,3.49,,v2.2,202609090741,e464ac51-f183-4be3-b1bc-4344b9956799,71ccdaf7-e5fa-4546-af0f-9f4b8da8115f,2026-07-08,1154.939050292969,TARGET_HIT,2.800000000000012,3.000000000000012,,,-2.33658005005612,4.236154279101516,2026-06-30,,,,8
sig_ZYDUSLIFE_202607010000,ZYDUSLIFE,LONG,2026-07-01,2026-09-10 11:30:11.266783,1112.5999755859375,1145.9779748535157,1079.2219763183593,0.5,0.5803075383496018,3.14,,v2.2,202609090741,b8c632d5-26a5-4082-b274-78513bbc5fb3,3afea6d1-dc0a-4aa1-9759-a7eab81f3a29,2026-07-07,1145.9779748535157,TARGET_HIT,2.8000000000000034,3.0000000000000036,,,-1.5728923587998311,3.5322712286981757,2026-07-01,,,,6
sig_ZYDUSLIFE_202607060000,ZYDUSLIFE,LONG,2026-07-06,2026-09-10 11:30:28.292796,1140.5999755859375,1174.8179748535156,1106.3819763183594,0.5,0.5828175558116537,3.39,,v2.2,202609090741,d38bbb2f-b8c7-4037-9eb5-e0d996bc5a50,0683990f-bff7-4af1-be0c-2cc3bb896de8,2026-07-09,1174.8179748535156,TARGET_HIT,2.799999999999996,2.999999999999996,,,-0.7890584072103465,3.5858342354471606,2026-07-06,,,,3
sig_ZYDUSLIFE_202607070000,ZYDUSLIFE,LONG,2026-07-07,2026-09-10 11:30:36.127624,1147.9000244140625,1182.3370251464844,1113.4630236816406,0.5,0.5796668005063801,3.19,,v2.2,202609090741,96ef9172-9a2b-4a78-a151-73732dfdb0e1,3c6a27e9-601e-4cb4-8c41-4eaeb28ea87e,2026-07-23,1113.4630236816406,STOP_LOSS,-3.200000000000002,-3.0000000000000018,,,-3.0403365860957248,2.9270820516872424,2026-07-07,,,,16
sig_ZYDUSLIFE_202607080000,ZYDUSLIFE,LONG,2026-07-08,2026-09-10 11:30:44.165650,1153.0,1187.59,1118.41,0.5,0.5715944103018604,2.65,,v2.2,202609090741,e4b6223b-b810-4a15-bb41-f0d4a83d7744,d8608403-80c0-46e1-a4f7-61232ec6b53b,2026-07-23,1118.41,STOP_LOSS,-3.199999999999993,-2.999999999999993,,,-3.469210754553339,2.471812662619254,2026-07-08,,,,15
sig_ZYDUSLIFE_202607090000,ZYDUSLIFE,LONG,2026-07-09,2026-09-10 11:30:51.998032,1148.0,1182.44,1113.56,0.5,0.580079898246643,3.22,,v2.2,202609090741,ebb84f36-34a1-4779-b0a6-12912a33b3af,8740676b-00e4-45c9-8e34-9677a4329f3a,2026-07-23,1113.56,STOP_LOSS,-3.200000000000005,-3.000000000000005,,,-3.048780487804878,2.0296209780596692,2026-07-09,,,,14
sig_ZYDUSLIFE_202607140000,ZYDUSLIFE,LONG,2026-07-14,2026-09-10 11:31:08.960233,1131.300048828125,1165.2390502929688,1097.3610473632812,0.5,0.5723027025322506,2.65,,v2.2,202609090741,a543da71-e970-488f-8265-3427f87d2b4a,345987cd-1fb2-4dc1-bb23-b134cf170a43,2026-07-16,1165.2390502929688,TARGET_HIT,2.800000000000008,3.000000000000008,,,-0.41545770700320794,3.394316333984706,2026-07-14,,,,2
sig_ZYDUSLIFE_202607150000,ZYDUSLIFE,LONG,2026-07-15,2026-09-10 11:31:16.983019,1133.5999755859375,1167.6079748535155,1099.5919763183595,0.5,0.5619210418274807,1.94,,v2.2,202609090741,8d646bb8-ea3d-4df5-b2ea-a5efaab17f50,04671d6b-f985-4f6d-b151-3b57a56a8655,2026-07-16,1167.6079748535155,TARGET_HIT,2.7999999999999927,2.999999999999993,,,0.0,3.18454272789465,2026-07-15,,,,1
sig_ZYDUSLIFE_202607160000,ZYDUSLIFE,LONG,2026-07-16,2026-09-10 11:31:25.214272,1156.9000244140625,1191.6070251464844,1122.1930236816406,0.5,0.572970787163556,2.75,,v2.2,202609090741,8c8ee67d-2eab-4b86-ae02-16450097ad95,b77243eb-f45a-4bae-84d4-3a00a45bdcd1,2026-07-23,1122.1930236816406,STOP_LOSS,-3.2,-3.0,,,-3.7946255931921717,0.8470850160778489,2026-07-16,,,,7
sig_ZYDUSLIFE_202607200000,ZYDUSLIFE,LONG,2026-07-20,2026-09-10 11:31:37.660868,1143.699951171875,1178.0109497070314,1109.3889526367186,0.5,0.5612122609048192,1.91,,v2.2,202609090741,ab3bcee2-50b8-42cf-9532-3d65252dbdf4,ec95f29f-09ac-4bdc-a8df-8ac4ed83bf7d,2026-07-24,1109.3889526367186,STOP_LOSS,-3.200000000000012,-3.000000000000012,,,-3.252597076161333,2.0110169609112423,2026-07-20,,,,4
