symbol,signal_date,direction,probability,entry,target,stop,exit,outcome,holding_period,exit_date,exit_reason,profit_pct
INDUSINDBK,2020-11-04T00:00:00,SHORT,0.589,678.0499877929688,657.7084881591796,698.3914874267579,1001.5,EXPIRED,1,2021-08-26T00:00:00+00:00,EXPIRED,-47.70297441636284
INDUSTOWER,2023-06-01T00:00:00,SHORT,0.55325,153.85000610351562,149.23450592041016,158.4655062866211,250.1999969482422,EXPIRED,1,2024-03-22T00:00:00+00:00,EXPIRED,-62.625925916375294
INDUSTOWER,2025-09-05T00:00:00,SHORT,0.64125,324.04998779296875,314.3284881591797,333.7714874267578,393.54998779296875,EXPIRED,1,2026-06-26T00:00:00+00:00,EXPIRED,-21.447308322197078
INFY,2017-09-11T00:00:00,SHORT,0.55325,340.79510498046875,330.57125183105467,351.01895812988283,526.663818359375,EXPIRED,1,2018-06-29T00:00:00+00:00,EXPIRED,-54.539725090698866
INFY,2018-11-26T00:00:00,SHORT,0.7195,506.2106628417969,491.02434295654297,521.3969827270508,668.6424560546875,EXPIRED,1,2019-09-20T00:00:00+00:00,EXPIRED,-32.08778580463338
INFY,2020-04-03T00:00:00,SHORT,0.565,492.6130065917969,477.83461639404294,507.3913967895508,1134.5234375,EXPIRED,1,2021-01-19T00:00:00+00:00,EXPIRED,-130.30724368187893
INFY,2023-05-19T00:00:00,SHORT,0.61875,1139.093505859375,1104.9207006835936,1173.2663110351564,1475.02197265625,EXPIRED,1,2024-03-11T00:00:00+00:00,EXPIRED,-29.490859623805683
IOC,2020-11-04T00:00:00,SHORT,0.6859999999999999,51.96666717529297,50.40766716003418,53.52566719055176,70.4000015258789,EXPIRED,1,2021-08-26T00:00:00+00:00,EXPIRED,-35.47145767190912
IOC,2021-05-04T00:00:00,SHORT,0.5645,60.93333435058594,59.10533432006836,62.76133438110352,80.76666259765625,EXPIRED,1,2022-02-18T00:00:00+00:00,EXPIRED,-32.549225245014995
IOC,2021-11-10T00:00:00,LONG,0.6965,92.96666717529297,95.75566719055176,90.17766716003418,71.5,EXPIRED,1,2022-08-30T00:00:00+00:00,EXPIRED,-23.090713938165138
IOC,2022-04-22T00:00:00,LONG,0.5575,89.56666564941406,92.25366561889649,86.87966567993163,79.25,EXPIRED,1,2023-02-09T00:00:00+00:00,EXPIRED,-11.518421027077224
IOC,2022-10-17T00:00:00,SHORT,0.55375,66.05000305175781,64.06850296020508,68.03150314331054,92.8499984741211,EXPIRED,1,2023-08-08T00:00:00+00:00,EXPIRED,-40.575312920670704
IOC,2023-10-27T00:00:00,SHORT,0.653,86.19999694824219,83.61399703979492,88.78599685668945,173.7899932861328,EXPIRED,1,2024-08-23T00:00:00+00:00,EXPIRED,-101.61252835134442
IOC,2024-10-03T00:00:00,LONG,0.69775,179.05999755859375,184.43179748535158,173.68819763183592,151.97999572753906,EXPIRED,1,2025-07-23T00:00:00+00:00,EXPIRED,-15.123423545336143
IOC,2025-04-15T00:00:00,SHORT,0.62725,131.8300018310547,127.87510177612305,135.78490188598633,163.24000549316406,EXPIRED,1,2026-02-02T00:00:00+00:00,EXPIRED,-23.82614217237327
IOC,2025-04-30T00:00:00,SHORT,0.70625,135.77999877929688,131.70659881591797,139.85339874267578,176.77000427246094,EXPIRED,1,2026-02-16T00:00:00+00:00,EXPIRED,-30.18854460279612
IRB,2021-04-19T00:00:00,SHORT,0.59175,5.09499979019165,4.942149796485901,5.2478497838974,14.907500267028809,EXPIRED,1,2022-02-04T00:00:00+00:00,EXPIRED,-192.59079255954313
IRB,2022-06-22T00:00:00,SHORT,0.574,9.302499771118164,9.02342477798462,9.581574764251709,13.324999809265137,EXPIRED,1,2023-04-17T00:00:00+00:00,EXPIRED,-43.24106570403566
IRB,2022-09-28T00:00:00,SHORT,0.5297499999999999,9.982500076293945,9.683025074005126,10.281975078582764,13.050000190734863,EXPIRED,1,2023-07-21T00:00:00+00:00,EXPIRED,-30.728776268436985
IRB,2023-03-29T00:00:00,SHORT,0.694,11.324999809265137,10.985249814987183,11.66474980354309,23.625,EXPIRED,1,2024-01-23T00:00:00+00:00,EXPIRED,-108.60927503656173
IRB,2023-03-31T00:00:00,SHORT,0.53675,12.100000381469727,11.737000370025635,12.463000392913818,23.950000762939453,EXPIRED,1,2024-01-24T00:00:00+00:00,EXPIRED,-97.93388436265789
IRB,2023-08-23T00:00:00,SHORT,0.6885,13.149999618530273,12.755499629974365,13.544499607086182,32.244998931884766,EXPIRED,1,2024-06-20T00:00:00+00:00,EXPIRED,-145.20912446603302
IRB,2024-06-10T00:00:00,LONG,0.5609999999999999,38.42499923706055,39.577749214172364,37.27224925994873,22.610000610351562,EXPIRED,1,2025-03-27T00:00:00+00:00,EXPIRED,-41.15809743843942
IRB,2024-09-30T00:00:00,LONG,0.65675,31.454999923706055,32.39864992141724,30.51134992599487,24.030000686645508,EXPIRED,1,2025-07-21T00:00:00+00:00,EXPIRED,-23.60514784635144
IRCTC,2021-10-19T00:00:00,LONG,0.53325,1090.969970703125,1123.6990698242187,1058.2408715820313,642.3499755859375,EXPIRED,1,2022-08-05T00:00:00+00:00,EXPIRED,-41.121204722807725
IRFC,2023-03-31T00:00:00,SHORT,0.57875,26.350000381469727,25.559500370025635,27.140500392913818,161.3000030517578,EXPIRED,1,2024-01-24T00:00:00+00:00,EXPIRED,-512.1442152433129
IRFC,2023-04-03T00:00:00,SHORT,0.625,26.600000381469727,25.802000370025635,27.39800039291382,171.89999389648438,EXPIRED,1,2024-01-25T00:00:00+00:00,EXPIRED,-546.2405692904971
IRFC,2024-07-18T00:00:00,LONG,0.5307499999999999,212.11000061035156,218.47330062866212,205.746700592041,118.94000244140625,EXPIRED,1,2025-05-09T00:00:00+00:00,EXPIRED,-43.9253207773544
IRFC,2024-08-05T00:00:00,LONG,0.5795,192.3300018310547,198.09990188598633,186.56010177612305,140.17999267578125,EXPIRED,1,2025-05-27T00:00:00+00:00,EXPIRED,-27.11485917890373
IRFC,2024-09-04T00:00:00,LONG,0.7295,178.4600067138672,183.8138069152832,173.10620651245117,138.6199951171875,EXPIRED,1,2025-06-25T00:00:00+00:00,EXPIRED,-22.32433604048718
ITC,2017-07-28T00:00:00,LONG,0.6185,198.7108154296875,204.67213989257814,192.74949096679686,192.4403839111328,EXPIRED,1,2018-05-21T00:00:00+00:00,EXPIRED,-3.1555562312980583
ITC,2018-10-11T00:00:00,SHORT,0.67925,184.3385772705078,178.80841995239257,189.86873458862306,183.54241943359375,EXPIRED,2,2019-08-06T00:00:00+00:00,EXPIRED,0.4318997405224301
ITC,2019-11-07T00:00:00,LONG,0.72575,188.46946716308594,194.12355117797853,182.81538314819335,145.07809448242188,EXPIRED,1,2020-08-27T00:00:00+00:00,EXPIRED,-23.023025073401808
ITC,2020-05-18T00:00:00,SHORT,0.64325,116.79647827148438,113.29258392333985,120.3003726196289,155.9990234375,EXPIRED,1,2021-02-26T00:00:00+00:00,EXPIRED,-33.56483495580436
ITC,2020-11-04T00:00:00,SHORT,0.6475,126.81732177734375,123.01280212402344,130.62184143066406,162.517333984375,EXPIRED,1,2021-08-25T00:00:00+00:00,EXPIRED,-28.150738169436057
ITC,2024-03-12T00:00:00,SHORT,0.6335,352.4593200683594,341.8855404663086,363.03309967041014,427.42791748046875,EXPIRED,1,2025-01-03T00:00:00+00:00,EXPIRED,-21.270141869867206
JSWSTEEL,2020-04-03T00:00:00,SHORT,0.5215,131.0418243408203,127.1105696105957,134.97307907104494,372.1561584472656,EXPIRED,1,2021-01-19T00:00:00+00:00,EXPIRED,-183.99799859268043
JSWSTEEL,2020-07-27T00:00:00,SHORT,0.60625,194.7843017578125,188.94077270507813,200.62783081054687,665.5326538085938,EXPIRED,1,2021-05-14T00:00:00+00:00,EXPIRED,-241.6767407858628
KALYANKJIL,2025-01-10T00:00:00,LONG,0.5619999999999999,662.5499877929688,682.4264874267578,642.6734881591797,512.9000244140625,EXPIRED,1,2025-10-31T00:00:00+00:00,EXPIRED,-22.586969456811513
KALYANKJIL,2025-01-13T00:00:00,LONG,0.66225,626.75,645.5525,607.9475,509.70001220703125,EXPIRED,1,2025-11-03T00:00:00+00:00,EXPIRED,-18.67570606987934
KOTAKBANK,2018-11-01T00:00:00,SHORT,0.7215,220.487060546875,213.87244873046873,227.10167236328127,294.9862060546875,EXPIRED,1,2019-08-28T00:00:00+00:00,EXPIRED,-33.78844333224451
KOTAKBANK,2018-11-14T00:00:00,SHORT,0.57375,224.5309600830078,217.79503128051758,231.26688888549805,293.30615234375,EXPIRED,1,2019-09-11T00:00:00+00:00,EXPIRED,-30.630605345167716
KOTAKBANK,2020-05-18T00:00:00,SHORT,0.53275,221.4210968017578,214.77846389770508,228.06372970581054,353.97747802734375,EXPIRED,1,2021-02-26T00:00:00+00:00,EXPIRED,-59.8661930323044
KOTAKBANK,2020-05-26T00:00:00,SHORT,0.673,229.2845916748047,222.40605392456055,236.16312942504882,382.2404479980469,EXPIRED,1,2021-03-05T00:00:00+00:00,EXPIRED,-66.71004588925021
KOTAKBANK,2020-09-30T00:00:00,SHORT,0.679,252.14944458007812,244.58496124267577,259.7139279174805,338.5288391113281,EXPIRED,1,2021-07-20T00:00:00+00:00,EXPIRED,-34.25722181347795
KOTAKBANK,2021-07-30T00:00:00,SHORT,0.54125,329.0150451660156,319.1445938110351,338.8854965209961,363.8607177734375,EXPIRED,1,2022-05-20T00:00:00+00:00,EXPIRED,-10.590905528298658
KOTAKBANK,2023-03-16T00:00:00,SHORT,0.607,331.11822509765625,321.18467834472654,341.05177185058596,363.88153076171875,EXPIRED,1,2024-01-09T00:00:00+00:00,EXPIRED,-9.894745495932659
KOTAKBANK,2023-05-31T00:00:00,LONG,0.67425,400.94256591796875,412.9708428955078,388.9142889404297,353.0247802734375,EXPIRED,1,2024-03-21T00:00:00+00:00,EXPIRED,-11.951284228159262
KOTAKBANK,2024-05-03T00:00:00,SHORT,0.6527499999999999,308.1135559082031,298.870149230957,317.35696258544925,391.5418395996094,EXPIRED,1,2025-02-18T00:00:00+00:00,EXPIRED,-27.07712208425591
KOTAKBANK,2024-06-04T00:00:00,SHORT,0.5365,326.2911682128906,316.5024331665039,336.07990325927733,414.6053466796875,EXPIRED,1,2025-03-21T00:00:00+00:00,EXPIRED,-27.066064628870297
KOTAKBANK,2024-11-13T00:00:00,SHORT,0.69175,336.6001281738281,326.50212432861326,346.698132019043,389.2679443359375,EXPIRED,1,2025-09-04T00:00:00+00:00,EXPIRED,-15.646998249183818
L&TFH,2020-11-09T00:00:00,SHORT,0.6435,62.73619079589844,60.85410507202148,64.61827651977539,83.30000305175781,EXPIRED,1,2021-08-31T00:00:00+00:00,EXPIRED,-32.77822895361985
L&TFH,2020-11-24T00:00:00,SHORT,0.72125,67.9913330078125,65.95159301757812,70.03107299804688,87.69999694824219,EXPIRED,1,2021-09-16T00:00:00+00:00,EXPIRED,-28.987023887537365
L&TFH,2021-03-03T00:00:00,LONG,0.60975,112.30000305175781,115.66900314331055,108.93100296020508,76.9000015258789,EXPIRED,1,2021-12-24T00:00:00+00:00,EXPIRED,-31.522707536849705
L&TFH,2025-01-14T00:00:00,SHORT,0.54625,130.88999938964844,126.96329940795898,134.8166993713379,279.70001220703125,EXPIRED,1,2025-11-04T00:00:00+00:00,EXPIRED,-113.69089579898922
LT,2020-09-24T00:00:00,SHORT,0.643,784.273193359375,760.7449975585937,807.8013891601563,1451.6524658203125,EXPIRED,1,2021-07-14T00:00:00+00:00,EXPIRED,-85.09525483107089
M&MFIN,2020-11-09T00:00:00,SHORT,0.54975,135.5500030517578,131.48350296020507,139.61650314331055,160.14999389648438,EXPIRED,1,2021-08-31T00:00:00+00:00,EXPIRED,-18.14827760301371
M&MFIN,2022-03-08T00:00:00,SHORT,0.64325,134.0500030517578,130.0285029602051,138.07150314331054,229.10000610351562,EXPIRED,1,2022-12-28T00:00:00+00:00,EXPIRED,-70.90637887942324
MAHABANK,2021-06-07T00:00:00,LONG,0.6375,28.649999618530273,29.509499607086184,27.790499629974363,17.450000762939453,EXPIRED,1,2022-03-25T00:00:00+00:00,EXPIRED,-39.092492163060534
MAHABANK,2024-06-04T00:00:00,LONG,0.57375,72.5,74.675,70.325,47.25,EXPIRED,1,2025-03-21T00:00:00+00:00,EXPIRED,-34.82758620689655
MAHABANK,2025-04-08T00:00:00,SHORT,0.6885,43.619998931884766,42.31139896392822,44.92859889984131,65.0199966430664,EXPIRED,1,2026-01-28T00:00:00+00:00,EXPIRED,-49.06006014488678
MAHABANK,2025-05-12T00:00:00,SHORT,0.5855,48.34000015258789,46.88980014801025,49.79020015716553,71.86000061035156,EXPIRED,1,2026-02-25T00:00:00+00:00,EXPIRED,-48.65535867505479
MANAPPURAM,2023-06-09T00:00:00,SHORT,0.6599999999999999,112.55000305175781,109.17350296020507,115.92650314331055,183.85000610351562,EXPIRED,1,2024-04-03T00:00:00+00:00,EXPIRED,-63.34962338381229
MANAPPURAM,2024-11-26T00:00:00,SHORT,0.626,150.16000366210938,145.6552035522461,154.66480377197266,291.20001220703125,EXPIRED,1,2025-09-15T00:00:00+00:00,EXPIRED,-93.92648182287651
MANAPPURAM,2025-02-17T00:00:00,SHORT,0.69475,178.14999389648438,172.80549407958983,183.49449371337892,275.20001220703125,EXPIRED,1,2025-12-10T00:00:00+00:00,EXPIRED,-54.47657683723449
NATIONALUM,2022-04-21T00:00:00,LONG,0.60275,119.30000305175781,122.87900314331056,115.72100296020507,76.69999694824219,EXPIRED,1,2023-02-08T00:00:00+00:00,EXPIRED,-35.70830261004586
NATIONALUM,2022-04-22T00:00:00,LONG,0.5682499999999999,115.1500015258789,118.60450157165528,111.69550148010254,78.3499984741211,EXPIRED,1,2023-02-09T00:00:00+00:00,EXPIRED,-31.958317467748664
NATIONALUM,2022-09-29T00:00:00,SHORT,0.592,67.75,65.7175,69.7825,92.05000305175781,EXPIRED,1,2023-07-24T00:00:00+00:00,EXPIRED,-35.86716317602629
NATIONALUM,2022-12-27T00:00:00,SHORT,0.6579999999999999,74.05000305175781,71.82850296020507,76.27150314331055,99.5999984741211,EXPIRED,1,2023-10-18T00:00:00+00:00,EXPIRED,-34.50370610316507
NATIONALUM,2023-03-31T00:00:00,SHORT,0.603,77.1500015258789,74.83550148010254,79.46450157165528,126.75,EXPIRED,1,2024-01-24T00:00:00+00:00,EXPIRED,-64.29034023736662
NATIONALUM,2024-12-19T00:00:00,LONG,0.5825,226.8800048828125,233.68640502929688,220.07360473632812,223.6199951171875,EXPIRED,1,2025-10-09T00:00:00+00:00,EXPIRED,-1.4368872070982421
NATIONALUM,2025-04-15T00:00:00,SHORT,0.56725,143.22000122070312,138.92340118408202,147.51660125732423,385.45001220703125,EXPIRED,1,2026-02-02T00:00:00+00:00,EXPIRED,-169.13141245757274
NATIONALUM,2025-05-14T00:00:00,SHORT,0.599,165.0399932861328,160.08879348754883,169.9911930847168,361.29998779296875,EXPIRED,1,2026-02-27T00:00:00+00:00,EXPIRED,-118.91662778159258
NHPC,2024-08-05T00:00:00,LONG,0.7244999999999999,103.30999755859375,106.40929748535156,100.21069763183594,87.05999755859375,EXPIRED,1,2025-05-27T00:00:00+00:00,EXPIRED,-15.729358613897537
NHPC,2024-08-08T00:00:00,LONG,0.5925,100.55000305175781,103.56650314331056,97.53350296020507,87.08000183105469,EXPIRED,1,2025-05-30T00:00:00+00:00,EXPIRED,-13.396321046126157
NHPC,2025-03-05T00:00:00,SHORT,0.534,73.56999969482422,71.3628997039795,75.77709968566894,77.80999755859375,EXPIRED,1,2025-12-26T00:00:00+00:00,EXPIRED,-5.763215823511581
NMDC,2020-11-02T00:00:00,SHORT,0.60225,21.560420989990234,20.913608360290528,22.20723361968994,39.649139404296875,EXPIRED,1,2021-08-24T00:00:00+00:00,EXPIRED,-83.8977978338392
NMDC,2022-04-11T00:00:00,LONG,0.606,44.555641174316406,45.8923104095459,43.21897193908691,40.79999923706055,EXPIRED,1,2023-01-31T00:00:00+00:00,EXPIRED,-8.429105357417136
NMDC,2022-08-04T00:00:00,SHORT,0.677,27.51740074157715,26.691878719329832,28.342922763824465,35.733333587646484,EXPIRED,1,2023-05-31T00:00:00+00:00,EXPIRED,-29.85722715320111
NMDC,2022-08-05T00:00:00,SHORT,0.6485,28.414148330688477,27.561723880767822,29.26657278060913,35.599998474121094,EXPIRED,1,2023-06-01T00:00:00+00:00,EXPIRED,-25.289690402832154
NMDC,2023-07-03T00:00:00,SHORT,0.63375,34.883331298828125,33.83683135986328,35.92983123779297,84.08333587646484,EXPIRED,1,2024-04-26T00:00:00+00:00,EXPIRED,-141.04158847721504
NMDC,2023-07-12T00:00:00,SHORT,0.5755,36.0,34.92,37.08,86.93333435058594,EXPIRED,1,2024-05-08T00:00:00+00:00,EXPIRED,-141.48148430718317
NMDC,2024-06-24T00:00:00,LONG,0.717,89.9000015258789,92.59700157165527,87.20300148010254,61.310001373291016,EXPIRED,1,2025-04-11T00:00:00+00:00,EXPIRED,-31.802001854647223
NMDC,2024-12-13T00:00:00,LONG,0.64025,80.26333618164062,82.67123626708985,77.8554360961914,76.16000366210938,EXPIRED,1,2025-10-03T00:00:00+00:00,EXPIRED,-5.112337356928658
NMDC,2025-04-11T00:00:00,SHORT,0.596,61.310001373291016,59.47070133209228,63.14930141448975,84.5999984741211,EXPIRED,1,2026-01-30T00:00:00+00:00,EXPIRED,-37.98727218912784
NMDC,2025-09-01T00:00:00,SHORT,0.58575,68.80000305175781,66.73600296020507,70.86400314331055,88.41999816894531,EXPIRED,1,2026-06-22T00:00:00+00:00,EXPIRED,-28.517433498407698
NTPC,2020-11-05T00:00:00,SHORT,0.55075,86.80000305175781,84.19600296020508,89.40400314331055,113.4000015258789,EXPIRED,1,2021-08-27T00:00:00+00:00,EXPIRED,-30.645158454959763
NTPC,2020-11-06T00:00:00,SHORT,0.56475,87.30000305175781,84.68100296020508,89.91900314331055,114.94999694824219,EXPIRED,1,2021-08-30T00:00:00+00:00,EXPIRED,-31.672385944925384
NTPC,2021-02-02T00:00:00,SHORT,0.67975,94.1500015258789,91.32550148010253,96.97450157165528,135.1999969482422,EXPIRED,1,2021-11-25T00:00:00+00:00,EXPIRED,-43.60063171223626
NTPC,2022-02-24T00:00:00,SHORT,0.6845,124.4000015258789,120.66800148010253,128.13200157165528,169.8000030517578,EXPIRED,1,2022-12-19T00:00:00+00:00,EXPIRED,-36.49517762781888
NTPC,2024-10-23T00:00:00,LONG,0.6819999999999999,415.75,428.2225,403.2775,336.1499938964844,EXPIRED,1,2025-08-12T00:00:00+00:00,EXPIRED,-19.146122935301413
OIL,2022-06-10T00:00:00,LONG,0.639,200.13333129882812,206.13733123779298,194.12933135986327,175.3000030517578,EXPIRED,1,2023-03-31T00:00:00+00:00,EXPIRED,-12.408391988434223
OIL,2024-09-02T00:00:00,LONG,0.56125,741.0,763.23,718.77,464.8999938964844,EXPIRED,1,2025-06-23T00:00:00+00:00,EXPIRED,-37.260459663092526
ONGC,2020-11-20T00:00:00,SHORT,0.5722499999999999,71.6500015258789,69.50050148010254,73.79950157165527,123.94999694824219,EXPIRED,1,2021-09-14T00:00:00+00:00,EXPIRED,-72.99371152626327
ONGC,2020-11-24T00:00:00,SHORT,0.53675,76.0999984741211,73.81699851989745,78.38299842834473,128.6999969482422,EXPIRED,1,2021-09-16T00:00:00+00:00,EXPIRED,-69.1195788814746
ONGC,2022-04-22T00:00:00,LONG,0.6755,174.0,179.22,168.78,143.89999389648438,EXPIRED,1,2023-02-09T00:00:00+00:00,EXPIRED,-17.298854082480243
ONGC,2022-06-10T00:00:00,LONG,0.72425,164.64999389648438,169.5894937133789,159.71049407958984,149.35000610351562,EXPIRED,1,2023-03-31T00:00:00+00:00,EXPIRED,-9.292431436461436
ONGC,2022-07-06T00:00:00,SHORT,0.6849999999999999,120.94999694824219,117.32149703979492,124.57849685668945,158.9499969482422,EXPIRED,1,2023-05-02T00:00:00+00:00,EXPIRED,-31.417942090780905
ONGC,2024-09-04T00:00:00,LONG,0.5225,322.20001220703125,331.8660125732422,312.5340118408203,243.9199981689453,EXPIRED,1,2025-06-25T00:00:00+00:00,EXPIRED,-24.295472089487916
ONGC,2024-09-09T00:00:00,LONG,0.609,308.79998779296875,318.0639874267578,299.5359881591797,242.8300018310547,EXPIRED,1,2025-06-30T00:00:00+00:00,EXPIRED,-21.363338267403964
ONGC,2025-04-11T00:00:00,SHORT,0.69825,221.94000244140625,215.28180236816405,228.59820251464845,275.3900146484375,EXPIRED,1,2026-01-30T00:00:00+00:00,EXPIRED,-24.083090753836697
PATANJALI,2022-04-06T00:00:00,SHORT,0.7052499999999999,251.75,244.1975,259.3025,402.7166748046875,EXPIRED,1,2023-01-25T00:00:00+00:00,EXPIRED,-59.9669016106008
PATANJALI,2022-04-07T00:00:00,SHORT,0.6435,272.5666809082031,264.389680480957,280.74368133544925,387.4333190917969,EXPIRED,1,2023-01-27T00:00:00+00:00,EXPIRED,-42.14258243188547
PAYTM,2022-11-29T00:00:00,SHORT,0.5722499999999999,461.5,447.655,475.345,885.1500244140625,EXPIRED,1,2023-09-18T00:00:00+00:00,EXPIRED,-91.7984884970883
PNB,2020-11-24T00:00:00,SHORT,0.70625,30.399999618530273,29.487999629974365,31.311999607086182,41.79999923706055,EXPIRED,1,2021-09-16T00:00:00+00:00,EXPIRED,-37.499999215728344
PNB,2020-12-24T00:00:00,SHORT,0.6975,31.450000762939453,30.50650074005127,32.39350078582764,46.0,EXPIRED,1,2021-10-18T00:00:00+00:00,EXPIRED,-46.26390742160555
PNB,2021-10-27T00:00:00,LONG,0.7184999999999999,46.29999923706055,47.68899921417236,44.91099925994873,34.45000076293945,EXPIRED,1,2022-08-17T00:00:00+00:00,EXPIRED,-25.593949609908062
PNB,2022-09-29T00:00:00,SHORT,0.7052499999999999,34.900001525878906,33.85300148010254,35.94700157165527,62.599998474121094,EXPIRED,1,2023-07-24T00:00:00+00:00,EXPIRED,-79.36961529271625
PNB,2024-06-04T00:00:00,LONG,0.713,137.0,141.11,132.89,91.30000305175781,EXPIRED,1,2025-03-21T00:00:00+00:00,EXPIRED,-33.3576620060162
PNB,2024-08-02T00:00:00,LONG,0.522,122.94999694824219,126.63849685668946,119.26149703979492,100.37999725341797,EXPIRED,1,2025-05-26T00:00:00+00:00,EXPIRED,-18.35705592113632
PNB,2024-09-06T00:00:00,LONG,0.57525,113.4000015258789,116.80200157165528,109.99800148010253,106.25,EXPIRED,1,2025-06-27T00:00:00+00:00,EXPIRED,-6.3051158991803105
POLYCAB,2024-01-12T00:00:00,SHORT,0.60075,3878.449951171875,3762.096452636719,3994.803449707031,6632.5498046875,EXPIRED,1,2024-11-06T00:00:00+00:00,EXPIRED,-71.01032340725378
POWERGRID,2020-10-20T00:00:00,SHORT,0.5205,88.42501831054688,85.77226776123047,91.07776885986328,129.4499969482422,EXPIRED,1,2021-08-10T00:00:00+00:00,EXPIRED,-46.395216446115306
POWERGRID,2020-10-30T00:00:00,SHORT,0.69175,96.1875228881836,93.30189720153808,99.0731485748291,131.7375030517578,EXPIRED,1,2021-08-23T00:00:00+00:00,EXPIRED,-36.959034910276756
POWERGRID,2020-11-02T00:00:00,SHORT,0.72725,97.34065246582031,94.4204328918457,100.26087203979492,132.4499969482422,EXPIRED,1,2021-08-24T00:00:00+00:00,EXPIRED,-36.06853210147732
POWERGRID,2022-09-26T00:00:00,SHORT,0.608,150.6374969482422,146.1183720397949,155.15662185668947,180.8625030517578,EXPIRED,1,2023-07-19T00:00:00+00:00,EXPIRED,-20.064729377374537
POWERGRID,2024-09-27T00:00:00,LONG,0.72725,365.45001220703125,376.4135125732422,354.4865118408203,296.6000061035156,EXPIRED,1,2025-07-18T00:00:00+00:00,EXPIRED,-18.839787605345975
POWERGRID,2025-03-05T00:00:00,SHORT,0.7005,254.0,246.38,261.62,268.04998779296875,EXPIRED,1,2025-12-26T00:00:00+00:00,EXPIRED,-5.531491257074311
POWERGRID,2025-04-22T00:00:00,LONG,0.5902499999999999,320.0,329.6,310.4,289.3500061035156,EXPIRED,1,2026-02-06T00:00:00+00:00,EXPIRED,-9.578123092651367
RECLTD,2022-10-28T00:00:00,SHORT,0.55075,96.5,93.605,99.395,235.10000610351562,EXPIRED,1,2023-08-18T00:00:00+00:00,EXPIRED,-143.62694933006802
RELIANCE,2020-03-23T00:00:00,SHORT,0.70625,393.6623840332031,381.852512512207,405.47225555419925,862.5869140625,EXPIRED,1,2021-01-07T00:00:00+00:00,EXPIRED,-119.11844998371646
RELIANCE,2020-03-30T00:00:00,SHORT,0.70075,458.8534240722656,445.08782135009767,472.6190267944336,884.90576171875,EXPIRED,1,2021-01-14T00:00:00+00:00,EXPIRED,-92.8515110261844
RELIANCE,2020-04-21T00:00:00,SHORT,0.633,550.98486328125,534.4553173828125,567.5144091796875,869.1990966796875,EXPIRED,1,2021-02-02T00:00:00+00:00,EXPIRED,-57.75371604646155
RELIANCE,2021-04-23T00:00:00,SHORT,0.71475,859.517822265625,833.7322875976562,885.3033569335938,1067.09716796875,EXPIRED,1,2022-02-08T00:00:00+00:00,EXPIRED,-24.150673822674356
RELIANCE,2022-06-09T00:00:00,LONG,0.5935,1267.6038818359375,1305.6319982910156,1229.5757653808594,1021.4815673828125,EXPIRED,1,2023-03-28T00:00:00+00:00,EXPIRED,-19.416342753435963
RELIANCE,2023-03-29T00:00:00,SHORT,0.7035,1015.4380493164062,984.974907836914,1045.9011907958984,1312.7442626953125,EXPIRED,1,2024-01-23T00:00:00+00:00,EXPIRED,-29.278616610737902
RELIANCE,2023-10-27T00:00:00,SHORT,0.5389999999999999,1119.4007568359375,1085.8187341308594,1152.9827795410156,1487.1322021484375,EXPIRED,1,2024-08-23T00:00:00+00:00,EXPIRED,-32.85074117261792
RELIANCE,2025-04-11T00:00:00,SHORT,0.6685,1208.5133056640625,1172.2579064941406,1244.7687048339844,1388.9779052734375,EXPIRED,1,2026-01-30T00:00:00+00:00,EXPIRED,-14.932777220041613
RELIANCE,2025-04-25T00:00:00,SHORT,0.56275,1289.2659912109375,1250.5880114746094,1327.9439709472656,1461.9405517578125,EXPIRED,1,2026-02-11T00:00:00+00:00,EXPIRED,-13.393245592764854
SAIL,2021-05-10T00:00:00,LONG,0.6475,146.3000030517578,150.68900314331054,141.91100296020508,85.0,EXPIRED,1,2022-02-24T00:00:00+00:00,EXPIRED,-41.900206270037586
SAIL,2021-11-08T00:00:00,LONG,0.627,124.6500015258789,128.38950157165527,120.91050148010254,81.69999694824219,EXPIRED,1,2022-08-26T00:00:00+00:00,EXPIRED,-34.456481389388316
SAIL,2022-04-11T00:00:00,LONG,0.63625,109.94999694824219,113.24849685668946,106.65149703979492,86.8499984741211,EXPIRED,1,2023-01-31T00:00:00+00:00,EXPIRED,-21.009548990706364
SAIL,2022-12-27T00:00:00,SHORT,0.619,76.6500015258789,74.35050148010254,78.94950157165528,89.5,EXPIRED,1,2023-10-18T00:00:00+00:00,EXPIRED,-16.764511700345658
SAIL,2024-08-05T00:00:00,LONG,0.7162499999999999,146.22999572753906,150.61689559936525,141.84309585571287,127.79000091552734,EXPIRED,1,2025-05-27T00:00:00+00:00,EXPIRED,-12.610268310730019
SAIL,2025-04-11T00:00:00,SHORT,0.56175,104.97000122070312,101.82090118408203,108.11910125732422,157.17999267578125,EXPIRED,1,2026-01-30T00:00:00+00:00,EXPIRED,-49.73801166802387
SBIN,2018-04-26T00:00:00,SHORT,0.64625,211.3675994873047,205.02657150268553,217.70862747192385,238.3323974609375,EXPIRED,1,2019-02-15T00:00:00+00:00,EXPIRED,-12.757299623517932
SBIN,2018-05-18T00:00:00,SHORT,0.53625,216.4886474609375,209.99398803710938,222.98330688476562,260.447998046875,EXPIRED,1,2019-03-11T00:00:00+00:00,EXPIRED,-20.30561468303754
