symbol,signal_date,direction,entry,stop,exit,raw_profit,stop_breached,triggered_at,bars_available,extreme_gap_count,first_gap_pct
APOLLOTYRE,2021-03-04T00:00:00,LONG,259.04998779296875,251.2784881591797,208.89999389648438,-19.359195622338326,2021-03-05T00:00:00,NO,200,0,0.0
ASHOKLEY,2022-03-08T00:00:00,SHORT,49.650001525878906,51.13950157165527,70.92500305175781,-42.849951403908435,2022-03-09T00:00:00,NO,200,0,0.0
ASHOKLEY,2022-03-14T00:00:00,SHORT,53.650001525878906,55.25950157165528,74.32499694824219,-38.53680304629699,2022-03-15T00:00:00,NO,200,0,0.0
ASHOKLEY,2022-05-12T00:00:00,SHORT,58.724998474121094,60.486748428344725,70.625,-20.263945227896418,2022-05-13T00:00:00,NO,200,0,0.0
ASHOKLEY,2023-04-06T00:00:00,SHORT,67.375,69.39625,86.8499984741211,-28.90537806919643,2023-04-11T00:00:00,NO,200,0,0.0
ASHOKLEY,2023-04-28T00:00:00,SHORT,71.0999984741211,73.23299842834473,87.0999984741211,-22.50351665735079,2023-05-09T00:00:00,NO,200,0,0.0
ASHOKLEY,2024-03-21T00:00:00,SHORT,80.7750015258789,83.19825157165528,101.2249984741211,-25.317234988464055,2024-03-22T00:00:00,NO,200,0,0.0
ASHOKLEY,2024-04-22T00:00:00,SHORT,84.67500305175781,87.21525314331055,105.51000213623047,-24.605843913270615,2024-04-24T00:00:00,NO,200,0,0.0
ATGL,2024-06-04T00:00:00,LONG,1119.4000244140625,1085.8180236816406,619.6500244140625,-44.64445141151293,2024-06-05T00:00:00,NO,200,0,0.0
AXISBANK,2017-10-23T00:00:00,SHORT,447.178466796875,460.59382080078126,592.6270141601562,-32.52583882339517,2017-10-25T00:00:00,NO,200,0,0.0
AXISBANK,2017-10-24T00:00:00,SHORT,449.1661376953125,462.6411218261719,617.2244873046875,-37.41563210256418,2017-10-25T00:00:00,NO,200,0,0.0
AXISBANK,2020-04-03T00:00:00,SHORT,323.8470458984375,333.5624572753906,665.4561157226562,-105.48469536799531,2020-04-07T00:00:00,NO,200,0,0.0
AXISBANK,2020-09-30T00:00:00,SHORT,422.55841064453125,435.2351629638672,742.0768432617188,-75.61521071840076,2020-10-01T00:00:00,NO,200,0,0.0
AXISBANK,2020-10-15T00:00:00,SHORT,460.32147216796875,474.1311163330078,750.087158203125,-62.94854868934342,2020-10-19T00:00:00,NO,200,0,0.0
AXISBANK,2020-10-30T00:00:00,SHORT,490.0742492675781,504.77647674560546,736.6039428710938,-50.30455976251705,2020-11-02T00:00:00,NO,200,0,0.0
AXISBANK,2021-10-26T00:00:00,LONG,837.7532958984375,812.6206970214844,757.9559326171875,-9.525162559422983,2021-10-27T00:00:00,NO,200,0,0.0
AXISBANK,2022-07-07T00:00:00,SHORT,655.9052124023438,675.5823687744141,867.6804809570312,-32.287480652735056,2022-07-11T00:00:00,NO,200,0,0.0
AXISBANK,2022-07-19T00:00:00,SHORT,698.2103271484375,719.1566369628906,907.5440673828125,-29.98147293084527,2022-07-22T00:00:00,NO,200,0,0.0
BAJFINANCE,2018-10-23T00:00:00,SHORT,202.0112762451172,208.0716145324707,323.2687683105469,-60.02511063704079,2018-10-24T00:00:00,NO,200,0,0.0
BAJFINANCE,2020-05-29T00:00:00,SHORT,190.2031707763672,195.9092658996582,539.8541870117188,-183.83027728094837,2020-06-01T00:00:00,NO,200,0,0.0
BAJFINANCE,2020-06-01T00:00:00,SHORT,210.375732421875,216.68700439453124,541.100341796875,-157.20663479939049,2020-06-02T00:00:00,NO,200,0,0.0
BAJFINANCE,2020-06-18T00:00:00,SHORT,245.9210662841797,253.29869827270508,513.28515625,-108.71947410022274,2020-06-19T00:00:00,NO,200,0,0.0
BAJFINANCE,2020-06-19T00:00:00,SHORT,262.72991943359375,270.61181701660155,483.13836669921875,-83.89164345682155,2020-06-22T00:00:00,NO,200,0,0.0
BAJFINANCE,2020-07-03T00:00:00,SHORT,285.4045715332031,293.9667086791992,449.175048828125,-57.38186897818114,2020-07-06T00:00:00,NO,200,0,0.0
BAJFINANCE,2021-04-19T00:00:00,SHORT,436.1242370605469,449.2079641723633,693.3963012695312,-58.99054497474935,2021-04-20T00:00:00,NO,200,0,0.0
BAJFINANCE,2023-03-31T00:00:00,SHORT,549.712646484375,566.2040258789062,693.43798828125,-26.14554035022737,2023-04-05T00:00:00,NO,200,0,0.0
BANDHANBNK,2022-09-15T00:00:00,LONG,304.6000061035156,295.46200592041015,230.25,-24.409062578366605,2022-09-16T00:00:00,NO,200,0,0.0
BANDHANBNK,2023-03-31T00:00:00,SHORT,189.89999389648438,195.5969937133789,223.6999969482422,-17.798843674625076,2023-04-03T00:00:00,NO,200,0,0.0
BANKBARODA,2020-12-02T00:00:00,SHORT,54.099998474121094,55.72299842834473,79.6500015258789,-47.22736371976006,2020-12-03T00:00:00,NO,200,0,0.0
BANKBARODA,2021-04-23T00:00:00,SHORT,62.95000076293945,64.83850078582763,114.8499984741211,-82.44638138548954,2021-04-27T00:00:00,NO,200,0,0.0
BANKBARODA,2022-06-20T00:00:00,SHORT,91.1500015258789,93.88450157165528,170.85000610351562,-87.4382920937293,2022-06-21T00:00:00,NO,200,0,0.0
BANKBARODA,2024-07-08T00:00:00,LONG,273.79998779296875,265.5859881591797,252.5500030517578,-7.761134290947782,2024-07-09T00:00:00,NO,200,0,0.0
BANKBARODA,2025-05-12T00:00:00,SHORT,220.08999633789062,226.69269622802736,313.1000061035156,-42.259989692049636,2025-05-13T00:00:00,NO,200,0,0.0
BANKINDIA,2023-02-28T00:00:00,SHORT,66.9000015258789,68.90700157165527,109.5,-63.67712631163715,2023-03-01T00:00:00,NO,200,0,0.0
BANKINDIA,2023-03-28T00:00:00,SHORT,69.05000305175781,71.12150314331055,134.35000610351562,-94.5691530278585,2023-03-29T00:00:00,NO,200,0,0.0
