final_return,max_drawdown
1747.1648507345667,-41.08242754548394
1747.1648507345642,-26.192120464603335
1747.1648507345662,-17.392381452266793
1747.1648507345624,-22.075881172026136
1747.1648507345687,-26.08681347550045
1747.164850734565,-25.72174630539148
1747.1648507345687,-16.22568713820653
1747.164850734562,-18.346808508794126
1747.1648507345649,-16.039020799016203
1747.1648507345599,-27.03222847692403
1747.1648507345708,-19.826462670852113
1747.1648507345687,-12.177480754571974
1747.1648507345687,-19.995749857762597
1747.164850734565,-11.073289161027025
1747.1648507345612,-13.195336572185717
1747.1648507345599,-14.23417559983243
1747.1648507345676,-16.93878033606971
1747.1648507345642,-12.859955720435618
1747.1648507345599,-8.616115858439716
1747.1648507345658,-19.2946758923945
1747.1648507345626,-36.060595296558965
1747.1648507345635,-17.493833792321396
1747.164850734563,-24.601899935601825
1747.1648507345706,-15.39616774607355
1747.164850734565,-36.409082876899326
1747.16485073456,-14.611301395549667
1747.1648507345637,-18.05555508950319
1747.1648507345624,-10.52707877731179
1747.1648507345626,-34.70694166430634
1747.164850734563,-21.51863588525563
1747.1648507345606,-21.907690555767463
1747.1648507345662,-18.187220812200817
1747.1648507345656,-27.513299059027375
1747.1648507345587,-32.57875849358639
1747.164850734569,-18.870769256791853
1747.164850734563,-23.42999189470209
1747.1648507345617,-22.362562674064574
1747.1648507345587,-15.680878514176452
1747.1648507345683,-13.467675155251174
1747.1648507345649,-13.254733568439809
1747.1648507345626,-23.19311285184439
1747.164850734562,-40.709190444315965
1747.1648507345683,-24.57126774881818
1747.1648507345635,-25.132039812562475
1747.1648507345656,-43.849163910732614
1747.1648507345587,-13.264493447919095
1747.164850734573,-13.524636915154026
1747.1648507345599,-14.593695972326593
1747.1648507345626,-40.918535006054626
1747.164850734573,-19.92834992024924
1747.164850734565,-17.61438951883776
1747.164850734561,-16.13174996934089
1747.1648507345656,-61.31884152769218
1747.1648507345637,-13.51937021084986
1747.16485073456,-15.91585117858517
1747.1648507345667,-28.399155481356797
1747.164850734574,-24.568824494369235
1747.164850734561,-23.60357439307814
1747.1648507345649,-20.852232714747814
1747.164850734562,-20.55471841057575
1747.1648507345674,-19.122974087053624
1747.1648507345637,-48.51298362178702
1747.164850734568,-12.642767708513638
1747.1648507345626,-14.793101361140021
1747.1648507345658,-38.71260833879846
1747.16485073456,-32.98730812913331
1747.1648507345658,-17.069771526802384
1747.164850734568,-36.910971297772704
1747.164850734563,-10.281422644590295
1747.164850734563,-16.894832169495903
1747.164850734565,-17.828823215848928
1747.164850734562,-41.89569387493171
1747.1648507345592,-10.35796090751398
1747.1648507345594,-14.914381197597843
1747.1648507345662,-27.118586229699176
1747.164850734562,-20.6152065570043
1747.164850734561,-17.529185026582937
1747.1648507345585,-31.094802530270453
1747.1648507345612,-15.748881676869237
1747.164850734565,-42.06016679981063
1747.164850734563,-21.308215849568516
1747.1648507345667,-25.511306713332104
1747.164850734565,-16.338280395263112
1747.1648507345662,-18.688594549663286
1747.1648507345649,-19.05607295563989
1747.164850734567,-13.147358753073116
1747.1648507345649,-28.33049481334372
1747.1648507345626,-15.296591648651011
1747.164850734569,-18.71005248972618
1747.1648507345606,-33.02858419354842
1747.1648507345617,-17.553607312106397
1747.1648507345637,-17.253994752641436
1747.164850734561,-38.33049124838971
1747.164850734561,-13.595327509057014
1747.1648507345617,-9.294863075997169
1747.1648507345624,-23.239814931860025
1747.1648507345617,-46.816821203905434
1747.1648507345626,-14.04274401861606
1747.1648507345637,-12.894241305863407
1747.1648507345658,-17.581456489641358
1747.1648507345642,-24.465993845906407
1747.164850734567,-23.75735915943383
1747.164850734563,-40.61423024504469
1747.1648507345683,-19.059153135813318
1747.164850734557,-24.893181087437892
1747.1648507345658,-14.773505296749697
1747.1648507345667,-27.045352367037832
1747.1648507345662,-22.369260261167135
1747.16485073457,-25.772230425476216
1747.1648507345599,-22.925673735533326
1747.164850734565,-20.47659483672182
1747.1648507345606,-28.859666141488745
1747.164850734567,-15.38521761653972
1747.1648507345635,-23.09016002402674
1747.1648507345642,-23.709488306582507
1747.1648507345674,-25.68145353320366
1747.1648507345637,-10.624659059758718
1747.1648507345656,-24.18414091455129
1747.1648507345642,-15.12926449931663
1747.1648507345649,-16.755972942630372
1747.1648507345656,-18.481318045381148
1747.1648507345649,-25.80496610199231
1747.164850734565,-22.500152371797377
1747.1648507345626,-21.074277906097816
1747.164850734563,-30.67708036338298
1747.164850734562,-31.854729245793205
1747.1648507345626,-35.588799746463565
1747.1648507345649,-14.579348500501702
1747.1648507345637,-18.405192391847645
1747.1648507345626,-19.851980905693186
1747.164850734561,-20.388603029245232
1747.1648507345662,-21.199676360282893
