threshold,trades,return,win_rate
0.52,6882,1747.164850734567,49.7675094449288
0.55,6670,1266.9469765922806,49.685157421289354
0.58,6388,899.5367715133124,49.53036944270507
0.6,6181,680.2412045724208,49.781588739686136
0.62,5979,424.3646726571302,49.27245358755645
0.65,5536,263.52486766817475,49.476156069364166
0.7,3997,68.18109237799104,49.437077808356264
