trade_id,symbol,signal_date,direction,probability,intended_entry,actual_entry,entry_execution_type,target,stop,entry_date,exit_date,exit_price,quantity,position_value,risk_amount,gross_pnl,slippage_cost,transaction_cost,net_pnl,pnl,costs,return_pct,bars_in_position,status,portfolio_equity_before,entry_dt
17381,IRB,2024-09-19T00:00:00,LONG,0.567,29.700000762939453,29.700000762939453,NORMAL,30.59100078582764,29.458900814056395,2024-09-23T00:00:00,2024-09-24T00:00:00,31.2811008644104,40946,1216096.2312393188,9872.078506965678,64739.72475482945,0.0,4258.156843907086,60481.56791092237,60481.56791092237,4258.156843907086,4.9734195664175225,0,EXECUTED,13367209.072090574,2024-09-23
10777,HAL,2024-06-06T00:00:00,LONG,0.56675,4364.89990234375,4364.89990234375,NORMAL,4495.846899414063,4233.952905273437,2024-09-24T00:00:00,2024-10-08T00:00:00,4233.952905273437,305,1331294.4702148438,39938.83410644548,-39938.83410644548,0.0,4480.645939083654,-44419.48004552913,-44419.48004552913,4480.645939083654,-3.3365631000000127,0,EXECUTED,13238962.486288236,2024-09-24
5454,BEL,2024-09-19T00:00:00,LONG,0.54,280.0,280.0,NORMAL,288.40000000000003,274.3645059204101,2024-09-24T00:00:00,2024-09-26T00:00:00,291.3355062866211,4771,1335880.0,26886.942253723297,54081.70049346939,0.0,4649.773407715491,49431.9270857539,49431.9270857539,4649.773407715491,3.7003269070390976,0,EXECUTED,13453057.335222589,2024-09-24
11646,HDFCBANK,2024-09-23T00:00:00,LONG,0.7155,854.0396728515625,854.0396728515625,NORMAL,879.6608630371094,828.4184826660156,2024-09-24T00:00:00,2024-10-04T00:00:00,828.4184826660156,1567,1338280.1673583984,40148.40502075196,-40148.40502075196,0.0,4504.157217946615,-44652.56223869858,-44652.56223869858,4504.157217946615,-3.3365631000000007,0,EXECUTED,13294096.776133709,2024-09-24
3797,BANDHANBNK,2024-09-23T00:00:00,LONG,0.70675,210.0399932861328,210.0399932861328,NORMAL,216.3411930847168,203.73879348754883,2024-09-24T00:00:00,2024-09-27T00:00:00,203.73879348754883,6375,1339004.957199097,40170.14871597287,-40170.14871597287,0.0,4506.596593102953,-44676.74530907582,-44676.74530907582,4506.596593102953,-3.336563099999998,0,EXECUTED,13483835.042809412,2024-09-24
27219,POWERGRID,2024-09-23T00:00:00,LONG,0.70025,340.8500061035156,340.8500061035156,NORMAL,351.0755062866211,330.6245059204102,2024-09-24T00:00:00,2024-09-27T00:00:00,353.8500061035156,3684,1255691.4224853516,37670.74267456049,47892.0,0.0,4365.858042818481,43526.14195718152,43526.14195718152,4365.858042818481,3.466308774414622,0,EXECUTED,13483835.042809412,2024-09-24
15731,INDUSTOWER,2024-09-23T00:00:00,LONG,0.55975,388.25,388.25,NORMAL,399.8975,376.6025,2024-09-26T00:00:00,2024-09-27T00:00:00,401.0,3471,1347615.75,40428.47250000013,44255.25,0.0,4673.806584524999,39581.443415475,39581.443415475,4673.806584524999,2.9371460978750803,0,EXECUTED,13483835.042809412,2024-09-26
37579,ZOMATO,2024-09-20T00:00:00,LONG,0.57975,278.8500061035156,278.8500061035156,NORMAL,287.2155062866211,270.48450592041013,2024-09-27T00:00:00,2024-10-07T00:00:00,269.70001220703125,4814,1342383.9293823242,40271.51788146986,-44048.07061767578,0.0,4511.804499599652,-48559.87511727544,-48559.87511727544,4511.804499599652,-3.617435672044991,0,EXECUTED,13075760.712799212,2024-09-27
29625,SAIL,2024-09-25T00:00:00,LONG,0.5297499999999999,133.8800048828125,133.8800048828125,NORMAL,137.8964050292969,129.8636047363281,2024-09-27T00:00:00,2024-09-30T00:00:00,137.8964050292969,9944,1331302.7685546875,39939.08305664074,39939.08305664074,0.0,4611.05899878019,35328.024057860544,35328.024057860544,4611.05899878019,2.653643100000008,0,EXECUTED,13557826.2341374,2024-09-27
23744,NMDC,2024-09-25T00:00:00,LONG,0.55475,74.6433334350586,74.6433334350586,NORMAL,76.88263343811035,72.40403343200684,2024-09-27T00:00:00,2024-09-30T00:00:00,76.88263343811035,18015,1344699.6518325806,40340.98955497733,40340.98955497733,0.0,4657.460028398119,35683.52952657921,35683.52952657921,4657.460028398119,2.6536430999999934,0,EXECUTED,13557826.2341374,2024-09-27
6093,BHARTIARTL,2024-09-20T00:00:00,LONG,0.6185,1676.4599609375,1676.4599609375,NORMAL,1726.753759765625,1626.166162109375,2024-09-30T00:00:00,2024-10-07T00:00:00,1626.166162109375,809,1356256.1083984375,40687.6832519532,-40687.6832519532,0.0,4564.657602365141,-45252.34085431834,-45252.34085431834,4564.657602365141,-3.3365631000000056,0,EXECUTED,13075760.712799212,2024-09-30
32302,SUZLON,2024-09-19T00:00:00,LONG,0.61075,80.81999969482422,80.81999969482422,NORMAL,83.24459968566894,78.39539970397949,2024-09-30T00:00:00,2024-10-07T00:00:00,76.73999786376953,16780,1356159.5948791504,40684.7878463745,-68462.43072509766,0.0,4518.9913270017705,-72981.42205209943,-72981.42205209943,4518.9913270017705,-5.381477395999467,0,EXECUTED,13075760.712799212,2024-09-30
28605,RELIANCE,2024-09-19T00:00:00,LONG,0.67375,1457.0916748046875,1457.0916748046875,NORMAL,1500.804425048828,1413.378924560547,2024-10-01T00:00:00,2024-10-04T00:00:00,1413.378924560547,924,1346352.7075195312,40390.5812255859,-40390.5812255859,0.0,4531.326409361667,-44921.907634947565,-44921.907634947565,4531.326409361667,-3.336563099999997,0,EXECUTED,13294096.776133709,2024-10-01
20522,KOTAKBANK,2024-09-13T00:00:00,LONG,0.536,363.0239868164063,363.0239868164063,NORMAL,373.9147064208984,352.1332672119141,2024-10-03T00:00:00,2024-10-11T00:00:00,373.9147064208984,3449,1252069.7305297852,37562.09191589352,37562.09191589352,0.0,4336.629904501318,33225.4620113922,33225.4620113922,4336.629904501318,2.653643099999997,0,EXECUTED,13766546.95498084,2024-10-03
905,ADANIPOWER,2024-09-16T00:00:00,LONG,0.7204999999999999,126.69000244140624,126.69000244140624,NORMAL,130.49070251464843,122.88930236816404,2024-10-04T00:00:00,2024-10-07T00:00:00,130.49070251464843,9019,1142617.132019043,34278.51396057138,34278.51396057125,0.0,3957.5332773300647,30320.98068324118,30320.98068324118,3957.5332773300647,2.653643099999996,0,EXECUTED,13075760.712799212,2024-10-04
8701,DABUR,2024-06-05T00:00:00,LONG,0.5765,578.2000122070312,578.2000122070312,NORMAL,595.5460125732423,560.8540118408202,2024-10-04T00:00:00,2024-10-07T00:00:00,595.5460125732423,2257,1304997.4275512695,39149.92282653823,39149.92282653823,0.0,4519.948635146324,34629.9741913919,34629.9741913919,4519.948635146324,2.6536431000000102,0,EXECUTED,13075760.712799212,2024-10-04
35663,VEDL,2024-09-27T00:00:00,LONG,0.642,501.75,501.75,NORMAL,516.8025,486.6975,2024-10-07T00:00:00,2024-10-10T00:00:00,486.6975,2635,1322111.25,39663.33750000002,-39663.33750000002,0.0,4449.73860844875,-44113.076108448775,-44113.076108448775,4449.73860844875,-3.336563100000002,0,EXECUTED,13954726.227664284,2024-10-07
29003,RVNL,2024-07-08T00:00:00,LONG,0.66725,491.0499877929688,491.0499877929688,NORMAL,505.78148742675785,476.3184881591797,2024-10-07T00:00:00,2024-10-08T00:00:00,507.0,2685,1318469.217224121,39554.07651672373,42825.782775878906,0.0,4571.949514358552,38253.833261520354,38253.833261520354,4571.949514358552,2.9013823577966584,0,EXECUTED,13238962.486288236,2024-10-07
30975,SBIN,2024-09-11T00:00:00,LONG,0.573,740.1297607421875,740.1297607421875,NORMAL,762.3336535644531,717.9258679199219,2024-10-07T00:00:00,2024-10-08T00:00:00,770.3666227637009,1786,1321871.7526855469,39656.15258056641,54003.03557042292,0.0,4601.81244168167,49401.22312874124,49401.22312874124,4601.81244168167,3.737217549915604,0,EXECUTED,13238962.486288236,2024-10-07
32296,SUZLON,2024-09-10T00:00:00,LONG,0.53225,74.33999633789062,74.33999633789062,NORMAL,76.57019622802734,72.10979644775391,2024-10-07T00:00:00,2024-10-08T00:00:00,76.57019622802734,17760,1320278.3349609375,39608.35004882809,39608.35004882809,0.0,4572.875112342319,35035.47493648577,35035.47493648577,4572.875112342319,2.6536430999999974,0,EXECUTED,13238962.486288236,2024-10-07
37572,ZOMATO,2024-09-11T00:00:00,LONG,0.576,267.0,267.0,NORMAL,275.01,259.6690118408203,2024-10-07T00:00:00,2024-10-08T00:00:00,275.7310125732422,4937,1318179.0,36193.088541870165,43105.00907409673,0.0,4571.414319711648,38533.59475438508,38533.59475438508,4571.414319711648,2.9232444724415334,0,EXECUTED,13238962.486288236,2024-10-07
3781,BANDHANBNK,2024-07-26T00:00:00,SHORT,0.64975,189.0,189.0,NORMAL,183.33,191.40490188598636,2024-10-07T00:00:00,2024-10-09T00:00:00,191.40490188598636,6978,1318842.0,16781.40536041264,-16781.40536041264,0.0,4533.227391973864,-21314.632752386504,-21314.632752386504,4533.227391973864,-1.6161627209617606,0,EXECUTED,13300495.006472226,2024-10-07
11640,HDFCBANK,2024-09-11T00:00:00,LONG,0.61375,797.7928466796875,797.7928466796875,NORMAL,821.7266320800782,773.8590612792968,2024-10-07T00:00:00,2024-10-16T00:00:00,822.1066552857113,1655,1320347.1612548828,39610.41483764655,40239.35324296943,0.0,4574.140113119422,35665.21312985001,35665.21312985001,4574.140113119422,2.7011996675141954,0,EXECUTED,13900129.389444018,2024-10-07
6710,BHEL,2024-09-20T00:00:00,LONG,0.66375,257.1499938964844,257.1499938964844,NORMAL,264.8644937133789,249.43549407958983,2024-10-08T00:00:00,2024-10-09T00:00:00,269.5,5174,1330494.0684204102,39914.82205261238,63898.93157958984,0.0,4647.407272045697,59251.52430754415,59251.52430754415,4647.407272045697,4.453347498037987,0,EXECUTED,13300495.006472226,2024-10-08
17942,IRFC,2024-05-14T00:00:00,LONG,0.7275,145.89999389648438,145.89999389648438,NORMAL,150.2769937133789,141.52299407958984,2024-10-08T00:00:00,2024-10-09T00:00:00,152.07000732421875,9140,1333525.9442138672,40005.77832641609,56393.92272949219,0.0,4645.509489184022,51748.41324030817,51748.41324030817,4645.509489184022,3.880570412959952,0,EXECUTED,13300495.006472226,2024-10-08
17306,IRB,2024-03-18T00:00:00,LONG,0.624,28.649999618530277,28.649999618530277,NORMAL,29.509499607086184,27.790499629974363,2024-10-08T00:00:00,2024-10-09T00:00:00,29.899999618530277,46664,1336923.582199097,40107.707465973006,58330.0,0.0,4660.271322777036,53669.72867722296,53669.72867722296,4660.271322777036,4.014420075449786,0,EXECUTED,13300495.006472226,2024-10-08
25741,PFC,2024-05-07T00:00:00,LONG,0.5802499999999999,437.7999877929688,437.7999877929688,NORMAL,450.9339874267578,424.6659881591797,2024-10-08T00:00:00,2024-10-09T00:00:00,467.0,3046,1333538.7628173828,40006.16288452152,88943.23718261719,0.0,4698.683505569421,84244.55367704776,84244.55367704776,4698.683505569421,6.317368195511866,0,EXECUTED,13300495.006472226,2024-10-08
14275,IDBI,2024-06-06T00:00:00,LONG,0.5662499999999999,81.1500015258789,81.1500015258789,NORMAL,83.58450157165528,78.71550148010253,2024-10-08T00:00:00,2024-10-09T00:00:00,85.05999755859375,16413,1331914.9750442505,39957.44925132764,64174.76488494873,0.0,4652.709342507799,59522.05554244093,59522.05554244093,4652.709342507799,4.468908050265252,0,EXECUTED,13300495.006472226,2024-10-08
12813,HUDCO,2024-05-14T00:00:00,LONG,0.61675,210.0,210.0,NORMAL,216.3,209.85950592041016,2024-10-09T00:00:00,2024-10-10T00:00:00,209.85950592041016,6457,1355970.0,907.1702719116138,-907.1702719116138,0.0,4628.614387965159,-5535.784659876773,-5535.784659876773,4628.614387965159,-0.4082527386208229,0,EXECUTED,13954726.227664284,2024-10-09
25743,PFC,2024-05-16T00:00:00,LONG,0.53,436.5,436.5,NORMAL,449.595,423.4534881591797,2024-10-09T00:00:00,2024-10-10T00:00:00,449.6464874267578,3134,1367991.0,40887.768109130826,41201.09159545895,0.0,4738.394610411267,36462.69698504768,36462.69698504768,4738.394610411267,2.665419362046072,0,EXECUTED,13954726.227664284,2024-10-09
32280,SUZLON,2024-08-06T00:00:00,LONG,0.591,67.8499984741211,67.8499984741211,NORMAL,69.88549842834473,65.81449851989746,2024-10-09T00:00:00,2024-10-10T00:00:00,69.88549842834473,20346,1380476.0689544678,41414.28206863415,41414.28206863415,0.0,4781.374117672558,36632.90795096159,36632.90795096159,4781.374117672558,2.653643100000008,0,EXECUTED,13954726.227664284,2024-10-09
7209,BPCL,2024-09-23T00:00:00,LONG,0.538,331.20001220703125,331.20001220703125,NORMAL,341.13601257324217,321.2640118408204,2024-10-09T00:00:00,2024-10-11T00:00:00,345.0,4205,1392696.0513305664,41780.88153991692,58028.9486694336,0.0,4850.22058978647,53178.72807964712,53178.72807964712,4850.22058978647,3.818401583665061,0,EXECUTED,13766546.95498084,2024-10-09
12588,HINDPETRO,2024-08-20T00:00:00,LONG,0.59575,387.3500061035156,387.3500061035156,NORMAL,398.9705062866211,375.7295059204101,2024-10-09T00:00:00,2024-10-11T00:00:00,400.0,3593,1391748.5719299316,41752.45715789803,45451.42807006836,0.0,4826.455039750717,40624.97303031764,40624.97303031764,4826.455039750717,2.918987944351412,0,EXECUTED,13766546.95498084,2024-10-09
15705,INDUSTOWER,2024-06-28T00:00:00,LONG,0.53625,360.0,360.0,NORMAL,370.8,354.1954940795898,2024-10-09T00:00:00,2024-10-11T00:00:00,376.1044937133789,3824,1376640.0,22196.430639648526,61583.58395996103,0.0,4801.197828097845,56782.38613186318,56782.38613186318,4801.197828097845,4.124708430080717,0,EXECUTED,13766546.95498084,2024-10-09
31498,SJVN,2024-05-14T00:00:00,LONG,0.5605,122.3000030517578,122.3000030517578,NORMAL,125.96900314331054,119.795,2024-10-10T00:00:00,2024-10-14T00:00:00,119.795,11277,1379177.1344146729,28248.919414672837,-28248.919414672837,0.0,4663.227532011772,-32912.1469466846,-32912.1469466846,4663.227532011772,-2.386361122543742,0,EXECUTED,13663737.264825985,2024-10-10
16635,IOC,2024-10-07T00:00:00,LONG,0.68275,167.7899932861328,167.7899932861328,NORMAL,172.8236930847168,163.59049407958983,2024-10-10T00:00:00,2024-10-15T00:00:00,163.59049407958983,8141,1365978.3353424072,34188.12304046641,-34188.12304046641,0.0,4608.464350621231,-38796.58739108764,-38796.58739108764,4608.464350621231,-2.840205176560328,0,EXECUTED,13803094.55748578,2024-10-10
33038,TATAPOWER,2024-10-07T00:00:00,LONG,0.7072499999999999,459.9500122070313,459.9500122070313,NORMAL,473.7485125732422,452.6504940795898,2024-10-10T00:00:00,2024-10-11T00:00:00,452.6504940795898,2998,1378930.1365966797,21883.95534606945,-21883.95534606945,0.0,4672.7736641116335,-26556.729010181087,-26556.729010181087,4672.7736641116335,-1.9258937277072947,0,EXECUTED,13766546.95498084,2024-10-10
10581,GMRINFRA,2024-10-07T00:00:00,LONG,0.7175,88.8499984741211,88.8499984741211,NORMAL,91.51549842834471,87.24180236816406,2024-10-10T00:00:00,2024-10-11T00:00:00,87.24180236816406,15547,1381350.9262771606,25002.62485931402,-25002.62485931402,0.0,4675.949088308134,-29678.573947622157,-29678.573947622157,4675.949088308134,-2.1485180473008425,0,EXECUTED,13766546.95498084,2024-10-10
22461,NATIONALUM,2024-10-01T00:00:00,LONG,0.5885,208.1199951171875,208.1199951171875,NORMAL,214.36359497070316,203.9812934875488,2024-10-10T00:00:00,2024-10-14T00:00:00,216.5986930847168,6619,1377546.247680664,27394.06608657848,56120.50184707653,0.0,4795.374912495378,51325.12693458115,51325.12693458115,4795.374912495378,3.725836938033538,0,EXECUTED,13663737.264825985,2024-10-10
25457,PAYTM,2024-10-09T00:00:00,LONG,0.5955,744.75,744.75,NORMAL,767.0925,728.0819763183594,2024-10-11T00:00:00,2024-10-14T00:00:00,728.0819763183594,1838,1368850.5,30635.82752685551,-30635.82752685551,0.0,4624.070056027913,-35259.89758288342,-35259.89758288342,4624.070056027913,-2.575876443985915,0,EXECUTED,13663737.264825985,2024-10-11
17993,IRFC,2024-10-04T00:00:00,LONG,0.6307499999999999,151.60000610351562,151.60000610351562,NORMAL,156.1480062866211,147.05200592041015,2024-10-11T00:00:00,2024-10-22T00:00:00,147.05200592041015,9057,1373041.255279541,41191.23765838626,-41191.23765838626,0.0,4621.1502130477365,-45812.387871434,-45812.387871434,4621.1502130477365,-3.336563100000003,0,EXECUTED,13587933.46879008,2024-10-11
17385,IRB,2024-10-07T00:00:00,LONG,0.6985,29.84499931335449,29.84499931335449,NORMAL,30.740349292755127,28.949649333953857,2024-10-11T00:00:00,2024-10-22T00:00:00,28.949649333953857,45993,1372661.0534191132,41179.8316025734,-41179.8316025734,0.0,4619.870593880023,-45799.70219645342,-45799.70219645342,4619.870593880023,-3.3365631,0,EXECUTED,13587933.46879008,2024-10-11
22927,NHPC,2024-10-09T00:00:00,LONG,0.6507499999999999,90.63999938964844,90.63999938964844,NORMAL,93.3591993713379,87.92079940795898,2024-10-11T00:00:00,2024-10-18T00:00:00,87.92079940795898,15115,1370023.590774536,41100.70772323613,-41100.70772323613,0.0,4610.993867842093,-45711.70159107823,-45711.70159107823,4610.993867842093,-3.336563100000004,0,EXECUTED,13757213.235308295,2024-10-11
28613,RELIANCE,2024-10-10T00:00:00,SHORT,0.7162499999999999,1359.31103515625,1359.31103515625,NORMAL,1318.5317041015624,1400.0903662109376,2024-10-11T00:00:00,2024-10-25T00:00:00,1318.5317041015624,1005,1366107.5903320312,40983.22770996108,40983.22770996108,0.0,4591.6665712002905,36391.56113876079,36391.56113876079,4591.6665712002905,2.6638869000000107,0,EXECUTED,13453348.271372754,2024-10-11
36210,WIPRO,2024-10-09T00:00:00,LONG,0.60925,263.4750061035156,263.4750061035156,NORMAL,271.3792562866211,255.5707559204101,2024-10-11T00:00:00,2024-10-16T00:00:00,271.3792562866211,5199,1369806.5567321775,41094.19670196544,41094.19670196544,0.0,4744.419525894313,36349.777176071126,36349.777176071126,4744.419525894313,2.653643100000008,0,EXECUTED,13900129.389444018,2024-10-11
25787,PFC,2024-10-07T00:00:00,LONG,0.582,463.3500061035156,463.3500061035156,NORMAL,477.2505062866211,449.44950592041016,2024-10-14T00:00:00,2024-10-16T00:00:00,477.2505062866211,2965,1373832.7680969238,41214.983042907705,41214.983042907705,0.0,4758.364586764695,36456.61845614301,36456.61845614301,4758.364586764695,2.6536431,0,EXECUTED,13900129.389444018,2024-10-14
8911,EXIDEIND,2024-10-10T00:00:00,LONG,0.544,516.2000122070312,516.2000122070312,NORMAL,531.6860125732422,503.76947631835935,2024-10-14T00:00:00,2024-10-21T00:00:00,503.76947631835935,2667,1376705.4325561523,33152.23921508795,-33152.23921508795,0.0,4646.78396993545,-37799.023185023405,-37799.023185023405,4646.78396993545,-2.745614442360507,0,EXECUTED,13568560.326795025,2024-10-14
12594,HINDPETRO,2024-10-09T00:00:00,LONG,0.6765,390.25,390.25,NORMAL,401.9575,378.5425,2024-10-14T00:00:00,2024-10-16T00:00:00,401.9575,3523,1374850.75,41245.52250000014,41245.52250000014,0.0,4761.89043732675,36483.63206267339,36483.63206267339,4761.89043732675,2.65364310000001,0,EXECUTED,13900129.389444018,2024-10-14
3446,BAJFINANCE,2024-08-29T00:00:00,LONG,0.61475,697.7339477539062,697.7339477539062,NORMAL,718.6659661865234,676.8019293212891,2024-10-15T00:00:00,2024-10-21T00:00:00,676.8019293212891,1993,1390583.7578735352,41717.512736206,-41717.512736206,0.0,4680.191803595664,-46397.704539801656,-46397.704539801656,4680.191803595664,-3.336563099999996,0,EXECUTED,13568560.326795025,2024-10-15
3800,BANDHANBNK,2024-10-03T00:00:00,SHORT,0.67175,200.7899932861328,200.7899932861328,NORMAL,194.76629348754884,201.13839874267575,2024-10-16T00:00:00,2024-10-17T00:00:00,201.13839874267575,6884,1382238.3137817385,2398.423162841758,-2398.423162841758,0.0,4724.065655842256,-7122.488818684014,-7122.488818684014,4724.065655842256,-0.5152866005571227,0,EXECUTED,13845851.623610072,2024-10-16
23751,NMDC,2024-10-14T00:00:00,LONG,0.66625,77.8933334350586,77.8933334350586,NORMAL,80.23013343811036,75.55653343200683,2024-10-16T00:00:00,2024-10-21T00:00:00,75.55653343200683,17790,1385722.4018096924,41571.67205429087,-41571.67205429087,0.0,4663.830272925157,-46235.50232721603,-46235.50232721603,4663.830272925157,-3.336563100000008,0,EXECUTED,13568560.326795025,2024-10-16
20536,KOTAKBANK,2024-10-11T00:00:00,LONG,0.615,375.3983459472656,375.3983459472656,NORMAL,386.6602963256836,364.13639556884766,2024-10-16T00:00:00,2024-10-22T00:00:00,364.13639556884766,3693,1386346.091583252,41590.38274749754,-41590.38274749754,0.0,4665.929382561431,-46256.31213005897,-46256.31213005897,4665.929382561431,-3.3365630999999984,0,EXECUTED,13587933.46879008,2024-10-16
32310,SUZLON,2024-10-09T00:00:00,LONG,0.6025,73.63999938964844,73.63999938964844,NORMAL,75.84919937133789,71.43079940795899,2024-10-16T00:00:00,2024-10-22T00:00:00,71.43079940795899,18829,1386567.5485076904,41597.02645523068,-41597.02645523068,0.0,4666.674724851486,-46263.70118008217,-46263.70118008217,4666.674724851486,-3.336563099999998,0,EXECUTED,13587933.46879008,2024-10-16
19027,ITC,2024-10-11T00:00:00,LONG,0.64425,433.2854919433594,433.2854919433594,NORMAL,446.2840567016602,420.2869271850586,2024-10-17T00:00:00,2024-10-25T00:00:00,420.2869271850586,3115,1349684.3074035645,40490.529222107,-40490.529222107,0.0,4542.539345210966,-45033.06856731796,-45033.06856731796,4542.539345210966,-3.3365631000000047,0,EXECUTED,13453348.271372754,2024-10-17
25455,PAYTM,2024-10-07T00:00:00,LONG,0.6447499999999999,695.1500244140625,695.1500244140625,NORMAL,716.0045251464844,674.2955236816406,2024-10-18T00:00:00,2024-10-21T00:00:00,726.0499877929688,1699,1181059.8914794922,35431.796744384825,52499.03778076172,0.0,4118.541284815412,48380.49649594631,48380.49649594631,4118.541284815412,4.09636266924118,0,EXECUTED,13568560.326795025,2024-10-18
35661,VEDL,2024-09-25T00:00:00,LONG,0.7175,470.2000122070313,470.2000122070313,NORMAL,484.3060125732422,456.0940118408203,2024-10-21T00:00:00,2024-10-23T00:00:00,484.5,2882,1355116.435180664,40653.49305541992,41212.56481933594,0.0,4694.451849122497,36518.11297021344,36518.11297021344,4694.451849122497,2.6948321208535004,0,EXECUTED,13617096.868120404,2024-10-21
21189,M&M,2024-09-23T00:00:00,LONG,0.7105,2945.35009765625,2945.35009765625,NORMAL,3033.7106005859378,2862.3245947265623,2024-10-21T00:00:00,2024-10-25T00:00:00,2862.3245947265623,459,1351915.6948242188,38108.70584472666,-38108.70584472666,0.0,4554.04649099643,-42662.75233572309,-42662.75233572309,4554.04649099643,-3.155725797034279,0,EXECUTED,13453348.271372754,2024-10-21
6672,BHEL,2024-06-05T00:00:00,LONG,0.6775,246.5500030517578,246.5500030517578,NORMAL,253.94650314331057,239.15350296020503,2024-10-21T00:00:00,2024-10-22T00:00:00,253.94650314331057,5479,1350847.466720581,40525.42400161753,40525.42400161753,0.0,4678.753409461937,35846.6705921556,35846.6705921556,4678.753409461937,2.653643100000008,0,EXECUTED,13587933.46879008,2024-10-21
12860,HUDCO,2024-10-08T00:00:00,SHORT,0.6355,216.3000030517578,216.3000030517578,NORMAL,209.81100296020503,216.6192974853516,2024-10-21T00:00:00,2024-10-23T00:00:00,216.6192974853516,5965,1290229.5182037354,1904.5912963868277,-1904.5912963868277,0.0,4409.012265926025,-6313.603562312852,-6313.603562312852,4409.012265926025,-0.4893395689088469,0,EXECUTED,13617096.868120404,2024-10-21
