trade_id,symbol,signal_date,direction,probability,intended_entry,actual_entry,entry_execution_type,target,stop,entry_date,exit_date,exit_price,quantity,position_value,risk_amount,gross_pnl,slippage_cost,transaction_cost,net_pnl,pnl,costs,return_pct,bars_in_position,status,portfolio_equity_before
2260,ADANIENT,2021-06-01T00:00:00,LONG,0.75534826310272,1412.186767578125,1412.186767578125,NORMAL,1454.5523706054687,1369.8211645507813,2021-06-02T00:00:00,2021-06-03T00:00:00,1454.5523706054687,70,98853.07373046875,2965.5922119140587,2965.5922119140587,0.0,342.3844417275659,2623.207770186493,2623.207770186493,342.3844417275659,2.653643099999996,0,EXECUTED,1009001.7528723693
34944,CUMMINSIND,2021-06-01T00:00:00,LONG,0.7615620044127587,779.8499755859375,779.8499755859375,NORMAL,803.2454748535157,756.4544763183593,2021-06-02T00:00:00,2021-06-04T00:00:00,803.2454748535157,128,99820.796875,2994.62390625001,2994.62390625001,0.0,345.73621761154686,2648.8876886384633,2648.8876886384633,345.73621761154686,2.65364310000001,0,EXECUTED,1016073.8662081694
83526,MAXHEALTH,2021-06-01T00:00:00,LONG,0.7673734963935374,230.35000610351562,230.35000610351562,NORMAL,237.2605062866211,223.43950592041014,2021-06-02T00:00:00,2021-06-04T00:00:00,237.2605062866211,433,99741.55264282227,2992.246579284674,2992.246579284674,0.0,345.4617497455473,2646.784829539127,2646.784829539127,345.4617497455473,2.6536431000000062,0,EXECUTED,1016073.8662081694
48413,GRASIM,2021-06-01T00:00:00,LONG,0.7373017941478183,1438.2811279296875,1438.2811279296875,NORMAL,1481.4295617675782,1395.6639916992187,2021-06-02T00:00:00,2021-06-07T00:00:00,1481.9937231445313,70,100679.67895507812,2983.199536132813,3059.881665039063,0.0,348.77547660185303,2711.10618843721,2711.10618843721,348.77547660185303,2.6928037679250725,0,EXECUTED,1026490.6480588571
120188,TATACONSUM,2021-06-01T00:00:00,LONG,0.87704870797638,665.5,665.5,NORMAL,685.465,645.8259881591797,2021-06-02T00:00:00,2021-06-07T00:00:00,685.7739874267578,150,99825.0,2951.101776123045,3041.09811401367,0.0,345.8264294515045,2695.2716845621653,2695.2716845621653,345.8264294515045,2.6999966787499776,0,EXECUTED,1026490.6480588571
10068,ATGL,2021-06-02T00:00:00,LONG,0.8307444419976986,1579.8499755859375,1579.8499755859375,NORMAL,1627.2454748535156,1532.4544763183594,2021-06-07T00:00:00,2021-06-08T00:00:00,1634.0,65,102690.24841308594,3080.7074523925758,3519.7515869140625,0.0,356.3914127466431,3163.3601741674192,3163.3601741674192,356.3914127466431,3.0804874104913633,0,EXECUTED,1032202.9601431701
17571,BATAINDIA,2021-06-01T00:00:00,LONG,0.8492592657686864,1534.9000244140625,1534.9000244140625,NORMAL,1580.9470251464845,1494.4789526367188,2021-06-02T00:00:00,2021-06-08T00:00:00,1586.9209497070312,65,99768.50158691406,2627.3696655273434,3381.3601440429684,0.0,346.1889196817981,3035.17122436117,3035.17122436117,346.1889196817981,3.042213901265279,0,EXECUTED,1032202.9601431701
55306,HINDZINC,2021-06-01T00:00:00,LONG,0.8426471018726901,327.0,327.0,NORMAL,336.81,317.7234881591797,2021-06-02T00:00:00,2021-06-08T00:00:00,337.6000061035156,305,99735.0,2829.336111450197,3233.0018615722656,0.0,345.8323599386444,2887.169501633621,2887.169501633621,345.8323599386444,2.894840829832678,0,EXECUTED,1032202.9601431701
91241,NMDC,2021-06-01T00:00:00,LONG,0.5574992992680065,46.47724533081055,46.47724533081055,NORMAL,47.87156269073486,45.08292797088623,2021-06-07T00:00:00,2021-06-08T00:00:00,50.01300048828125,2213,102854.14391708374,3085.6243175125096,7824.626163482666,0.0,363.9778971059269,7460.648266376739,7460.648266376739,363.9778971059269,7.253619525909592,0,EXECUTED,1032202.9601431701
101652,POLYCAB,2021-06-01T00:00:00,LONG,0.804208203869759,1672.300048828125,1672.300048828125,NORMAL,1722.4690502929689,1627.8055236816406,2021-06-02T00:00:00,2021-06-08T00:00:00,1728.4945251464844,59,98665.70288085938,2625.176983642581,3315.474102783206,0.0,342.31575743495546,2973.158345348251,2973.158345348251,342.31575743495546,3.013365595680592,0,EXECUTED,1032202.9601431701
