window_id,symbol,training_start,training_end,training_sample_count,validation_sample_count,model_version
W2,LUPIN,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,LUPIN,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,LUPIN,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,LUPIN,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,M&M,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,M&M,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,M&M,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,M&M,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,M&M,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,M&MFIN,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,M&MFIN,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,M&MFIN,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,M&MFIN,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,M&MFIN,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,MAHABANK,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,MAHABANK,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,MAHABANK,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,MAHABANK,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,MAHABANK,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,MANAPPURAM,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,MANAPPURAM,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,MANAPPURAM,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,MANAPPURAM,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,MANAPPURAM,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,MARICO,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,MARICO,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,MARICO,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,MARICO,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,MARICO,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,MARUTI,2017-06-01T00:00:00,2021-06-01T00:00:00,740,247,WF_W1_20260821
W2,MARUTI,2017-06-01T00:00:00,2022-06-01T00:00:00,927,310,WF_W2_20260821
W3,MARUTI,2017-06-01T00:00:00,2023-06-01T00:00:00,1113,372,WF_W3_20260821
W4,MARUTI,2017-06-01T00:00:00,2024-06-01T00:00:00,1297,433,WF_W4_20260821
W5,MARUTI,2017-06-01T00:00:00,2025-06-01T00:00:00,1482,495,WF_W5_20260821
W1,MAXHEALTH,2020-08-21T00:00:00,2021-06-01T00:00:00,144,48,WF_W1_20260821
W2,MAXHEALTH,2020-08-21T00:00:00,2022-06-01T00:00:00,330,111,WF_W2_20260821
W3,MAXHEALTH,2020-08-21T00:00:00,2023-06-01T00:00:00,516,172,WF_W3_20260821
W4,MAXHEALTH,2020-08-21T00:00:00,2024-06-01T00:00:00,699,234,WF_W4_20260821
W5,MAXHEALTH,2020-08-21T00:00:00,2025-06-01T00:00:00,885,295,WF_W5_20260821
W1,MAZDOCK,2020-10-12T00:00:00,2021-06-01T00:00:00,117,40,WF_W1_20260821
W2,MAZDOCK,2020-10-12T00:00:00,2022-06-01T00:00:00,304,102,WF_W2_20260821
W3,MAZDOCK,2020-10-12T00:00:00,2023-06-01T00:00:00,489,164,WF_W3_20260821
W4,MAZDOCK,2020-10-12T00:00:00,2024-06-01T00:00:00,673,225,WF_W4_20260821
W5,MAZDOCK,2020-10-12T00:00:00,2025-06-01T00:00:00,858,287,WF_W5_20260821
W1,MFSL,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,MFSL,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,MFSL,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,MFSL,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,MFSL,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,MGL,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,MGL,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,MGL,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,MGL,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,MGL,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,MPHASIS,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,MPHASIS,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,MPHASIS,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,MPHASIS,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,MPHASIS,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,MRF,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,MRF,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,MRF,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,MRF,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,MRF,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,MUTHOOTFIN,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,MUTHOOTFIN,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,MUTHOOTFIN,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,MUTHOOTFIN,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,MUTHOOTFIN,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,NATIONALUM,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,NATIONALUM,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,NATIONALUM,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,NATIONALUM,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,NATIONALUM,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,NAVINFLUOR,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,NAVINFLUOR,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,NAVINFLUOR,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,NAVINFLUOR,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,NAVINFLUOR,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,NESTLEIND,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,NESTLEIND,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,NESTLEIND,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,NESTLEIND,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,NESTLEIND,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,NHPC,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,NHPC,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,NHPC,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,NHPC,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,NHPC,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,NMDC,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,NMDC,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,NMDC,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,NMDC,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,NMDC,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,NTPC,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,NTPC,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,NTPC,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,NTPC,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,NTPC,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W3,NYKAA,2021-11-10T00:00:00,2023-06-01T00:00:00,288,97,WF_W3_20260821
W4,NYKAA,2021-11-10T00:00:00,2024-06-01T00:00:00,472,158,WF_W4_20260821
W5,NYKAA,2021-11-10T00:00:00,2025-06-01T00:00:00,657,220,WF_W5_20260821
W1,OBEROIRLTY,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,OBEROIRLTY,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,OBEROIRLTY,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,OBEROIRLTY,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,OBEROIRLTY,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,OIL,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,OIL,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,OIL,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,OIL,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,OIL,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,ONGC,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,ONGC,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,ONGC,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,ONGC,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,ONGC,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,PAGEIND,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,PAGEIND,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,PAGEIND,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,PAGEIND,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,PAGEIND,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,PATANJALI,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,PATANJALI,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,PATANJALI,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,PATANJALI,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,PATANJALI,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W3,PAYTM,2021-11-18T00:00:00,2023-06-01T00:00:00,284,95,WF_W3_20260821
W4,PAYTM,2021-11-18T00:00:00,2024-06-01T00:00:00,468,156,WF_W4_20260821
W5,PAYTM,2021-11-18T00:00:00,2025-06-01T00:00:00,653,218,WF_W5_20260821
W1,PERSISTENT,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,PERSISTENT,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,PERSISTENT,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,PERSISTENT,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,PERSISTENT,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,PETRONET,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,PETRONET,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,PETRONET,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,PETRONET,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,PETRONET,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,PFC,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,PFC,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,PFC,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,PFC,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,PFC,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,PHOENIXLTD,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,PHOENIXLTD,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,PHOENIXLTD,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,PHOENIXLTD,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,PHOENIXLTD,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,PIDILITIND,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,PIDILITIND,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,PIDILITIND,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,PIDILITIND,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,PIDILITIND,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,PIIND,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,PIIND,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,PIIND,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,PIIND,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,PIIND,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,PNB,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,PNB,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,PNB,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,PNB,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,PNB,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,POLYCAB,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,POLYCAB,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,POLYCAB,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,POLYCAB,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,POLYCAB,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,POONAWALLA,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,POONAWALLA,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,POONAWALLA,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,POONAWALLA,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,POONAWALLA,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,POWERGRID,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,POWERGRID,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,POWERGRID,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,POWERGRID,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,POWERGRID,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,PRESTIGE,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,PRESTIGE,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,PRESTIGE,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,PRESTIGE,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,PRESTIGE,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,PVRINOX,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,PVRINOX,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,PVRINOX,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,PVRINOX,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,PVRINOX,2020-01-01T00:00:00,2025-06-01T00:00:00,1003,335,WF_W5_20260821
W1,RADICO,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,RADICO,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,RADICO,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,RADICO,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,RADICO,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,RECLTD,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,RECLTD,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,RECLTD,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,RECLTD,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,RECLTD,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,RELIANCE,2017-06-01T00:00:00,2021-06-01T00:00:00,740,247,WF_W1_20260821
W2,RELIANCE,2017-06-01T00:00:00,2022-06-01T00:00:00,927,310,WF_W2_20260821
W3,RELIANCE,2017-06-01T00:00:00,2023-06-01T00:00:00,1113,372,WF_W3_20260821
W4,RELIANCE,2017-06-01T00:00:00,2024-06-01T00:00:00,1297,433,WF_W4_20260821
W5,RELIANCE,2017-06-01T00:00:00,2025-06-01T00:00:00,1482,495,WF_W5_20260821
W1,RVNL,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,RVNL,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,RVNL,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,RVNL,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,RVNL,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,SAIL,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,SAIL,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,SAIL,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,SAIL,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,SAIL,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,SBICARD,2020-03-16T00:00:00,2021-06-01T00:00:00,225,75,WF_W1_20260821
W2,SBICARD,2020-03-16T00:00:00,2022-06-01T00:00:00,411,138,WF_W2_20260821
W3,SBICARD,2020-03-16T00:00:00,2023-06-01T00:00:00,597,199,WF_W3_20260821
W4,SBICARD,2020-03-16T00:00:00,2024-06-01T00:00:00,780,261,WF_W4_20260821
W5,SBICARD,2020-03-16T00:00:00,2025-06-01T00:00:00,966,322,WF_W5_20260821
W1,SBILIFE,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,SBILIFE,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,SBILIFE,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,SBILIFE,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,SBILIFE,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,SBIN,2017-06-01T00:00:00,2021-06-01T00:00:00,740,247,WF_W1_20260821
W2,SBIN,2017-06-01T00:00:00,2022-06-01T00:00:00,927,310,WF_W2_20260821
W3,SBIN,2017-06-01T00:00:00,2023-06-01T00:00:00,1113,372,WF_W3_20260821
W4,SBIN,2017-06-01T00:00:00,2024-06-01T00:00:00,1297,433,WF_W4_20260821
W5,SBIN,2017-06-01T00:00:00,2025-06-01T00:00:00,1482,495,WF_W5_20260821
W1,SHREECEM,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,SHREECEM,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,SHREECEM,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,SHREECEM,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,SHREECEM,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,SHRIRAMFIN,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,SHRIRAMFIN,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,SHRIRAMFIN,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,SHRIRAMFIN,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,SHRIRAMFIN,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,SIEMENS,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,SIEMENS,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,SIEMENS,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,SIEMENS,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,SIEMENS,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,SJVN,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,SJVN,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,SJVN,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,SJVN,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,SJVN,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,SKFINDIA,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,SKFINDIA,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,SKFINDIA,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,SKFINDIA,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,SKFINDIA,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W2,SONACOMS,2021-06-24T00:00:00,2022-06-01T00:00:00,174,58,WF_W2_20260821
W3,SONACOMS,2021-06-24T00:00:00,2023-06-01T00:00:00,359,120,WF_W3_20260821
W4,SONACOMS,2021-06-24T00:00:00,2024-06-01T00:00:00,543,181,WF_W4_20260821
W5,SONACOMS,2021-06-24T00:00:00,2025-06-01T00:00:00,728,243,WF_W5_20260821
W1,SRF,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,SRF,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,SRF,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,SRF,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,SRF,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,SUNPHARMA,2017-06-01T00:00:00,2021-06-01T00:00:00,740,247,WF_W1_20260821
W2,SUNPHARMA,2017-06-01T00:00:00,2022-06-01T00:00:00,927,310,WF_W2_20260821
W3,SUNPHARMA,2017-06-01T00:00:00,2023-06-01T00:00:00,1113,372,WF_W3_20260821
W4,SUNPHARMA,2017-06-01T00:00:00,2024-06-01T00:00:00,1297,433,WF_W4_20260821
W5,SUNPHARMA,2017-06-01T00:00:00,2025-06-01T00:00:00,1482,495,WF_W5_20260821
W1,SUNTV,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,SUNTV,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,SUNTV,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,SUNTV,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,SUNTV,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,SUPREMEIND,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,SUPREMEIND,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,SUPREMEIND,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,SUPREMEIND,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,SUPREMEIND,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,SUZLON,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
