window_id,symbol,training_start,training_end,training_sample_count,validation_sample_count,model_version
W1,DRREDDY,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,DRREDDY,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,DRREDDY,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,DRREDDY,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,DRREDDY,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,EICHERMOT,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,EICHERMOT,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,EICHERMOT,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,EICHERMOT,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,EICHERMOT,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,ESCORTS,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,ESCORTS,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,ESCORTS,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,ESCORTS,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,ESCORTS,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,EXIDEIND,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,EXIDEIND,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,EXIDEIND,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,EXIDEIND,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,EXIDEIND,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,FEDERALBNK,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,FEDERALBNK,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,FEDERALBNK,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,FEDERALBNK,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,FEDERALBNK,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,FORTIS,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,FORTIS,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,FORTIS,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,FORTIS,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,FORTIS,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,GAIL,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,GAIL,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,GAIL,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,GAIL,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,GAIL,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,GLENMARK,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,GLENMARK,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,GLENMARK,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,GLENMARK,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,GLENMARK,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,GMRINFRA,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,GMRINFRA,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,GMRINFRA,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,GMRINFRA,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,GMRINFRA,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,GODREJCP,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,GODREJCP,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,GODREJCP,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,GODREJCP,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,GODREJCP,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,GODREJPROP,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,GODREJPROP,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,GODREJPROP,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,GODREJPROP,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,GODREJPROP,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,GRASIM,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,GRASIM,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,GRASIM,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,GRASIM,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,GRASIM,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,HAL,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,HAL,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,HAL,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,HAL,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,HAL,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,HAVELLS,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,HAVELLS,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,HAVELLS,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,HAVELLS,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,HAVELLS,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,HCLTECH,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,HCLTECH,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,HCLTECH,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,HCLTECH,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,HCLTECH,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,HDFCBANK,2017-06-01T00:00:00,2021-06-01T00:00:00,740,247,WF_W1_20260821
W2,HDFCBANK,2017-06-01T00:00:00,2022-06-01T00:00:00,927,310,WF_W2_20260821
W3,HDFCBANK,2017-06-01T00:00:00,2023-06-01T00:00:00,1113,372,WF_W3_20260821
W4,HDFCBANK,2017-06-01T00:00:00,2024-06-01T00:00:00,1297,433,WF_W4_20260821
W5,HDFCBANK,2017-06-01T00:00:00,2025-06-01T00:00:00,1482,495,WF_W5_20260821
W1,HDFCLIFE,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,HDFCLIFE,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,HDFCLIFE,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,HDFCLIFE,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,HDFCLIFE,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,HEROMOTOCO,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,HEROMOTOCO,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,HEROMOTOCO,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,HEROMOTOCO,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,HEROMOTOCO,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,HINDALCO,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,HINDALCO,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,HINDALCO,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,HINDALCO,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,HINDALCO,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,HINDCOPPER,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,HINDCOPPER,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,HINDCOPPER,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,HINDCOPPER,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,HINDCOPPER,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,HINDPETRO,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,HINDPETRO,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,HINDPETRO,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,HINDPETRO,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,HINDPETRO,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,HINDUNILVR,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,HINDUNILVR,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,HINDUNILVR,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,HINDUNILVR,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,HINDUNILVR,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,HINDZINC,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,HINDZINC,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,HINDZINC,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,HINDZINC,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,HINDZINC,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,HUDCO,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,HUDCO,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,HUDCO,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,HUDCO,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,HUDCO,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,ICICIBANK,2017-06-01T00:00:00,2021-06-01T00:00:00,740,247,WF_W1_20260821
W2,ICICIBANK,2017-06-01T00:00:00,2022-06-01T00:00:00,927,310,WF_W2_20260821
W3,ICICIBANK,2017-06-01T00:00:00,2023-06-01T00:00:00,1113,372,WF_W3_20260821
W4,ICICIBANK,2017-06-01T00:00:00,2024-06-01T00:00:00,1297,433,WF_W4_20260821
W5,ICICIBANK,2017-06-01T00:00:00,2025-06-01T00:00:00,1482,495,WF_W5_20260821
W1,ICICIGI,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,ICICIGI,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,ICICIGI,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,ICICIGI,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,ICICIGI,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,ICICIPRULI,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,ICICIPRULI,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,ICICIPRULI,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,ICICIPRULI,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,ICICIPRULI,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,IDBI,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,IDBI,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,IDBI,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,IDBI,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,IDBI,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,IDFCFIRSTB,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,IDFCFIRSTB,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,IDFCFIRSTB,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,IDFCFIRSTB,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,IDFCFIRSTB,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,IGL,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,IGL,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,IGL,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,IGL,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,IGL,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,INDHOTEL,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,INDHOTEL,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,INDHOTEL,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,INDHOTEL,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,INDHOTEL,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,INDIAMART,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,INDIAMART,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,INDIAMART,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,INDIAMART,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,INDIAMART,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,INDIANB,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,INDIANB,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,INDIANB,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,INDIANB,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,INDIANB,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,INDIGO,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,INDIGO,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,INDIGO,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,INDIGO,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,INDIGO,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,INDUSINDBK,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,INDUSINDBK,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,INDUSINDBK,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,INDUSINDBK,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,INDUSINDBK,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,INDUSTOWER,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,INDUSTOWER,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,INDUSTOWER,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,INDUSTOWER,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,INDUSTOWER,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,INFY,2017-06-01T00:00:00,2021-06-01T00:00:00,740,247,WF_W1_20260821
W2,INFY,2017-06-01T00:00:00,2022-06-01T00:00:00,927,310,WF_W2_20260821
W3,INFY,2017-06-01T00:00:00,2023-06-01T00:00:00,1113,372,WF_W3_20260821
W4,INFY,2017-06-01T00:00:00,2024-06-01T00:00:00,1297,433,WF_W4_20260821
W5,INFY,2017-06-01T00:00:00,2025-06-01T00:00:00,1482,495,WF_W5_20260821
W1,IOC,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,IOC,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,IOC,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,IOC,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,IOC,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,IRB,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,IRB,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,IRB,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,IRB,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,IRB,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,IRCTC,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,IRCTC,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,IRCTC,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,IRCTC,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,IRCTC,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W2,IRFC,2021-01-29T00:00:00,2022-06-01T00:00:00,247,83,WF_W2_20260821
W3,IRFC,2021-01-29T00:00:00,2023-06-01T00:00:00,432,145,WF_W3_20260821
W4,IRFC,2021-01-29T00:00:00,2024-06-01T00:00:00,616,206,WF_W4_20260821
W5,IRFC,2021-01-29T00:00:00,2025-06-01T00:00:00,801,268,WF_W5_20260821
W1,ITC,2017-06-01T00:00:00,2021-06-01T00:00:00,740,247,WF_W1_20260821
W2,ITC,2017-06-01T00:00:00,2022-06-01T00:00:00,927,310,WF_W2_20260821
W3,ITC,2017-06-01T00:00:00,2023-06-01T00:00:00,1113,372,WF_W3_20260821
W4,ITC,2017-06-01T00:00:00,2024-06-01T00:00:00,1297,433,WF_W4_20260821
W5,ITC,2017-06-01T00:00:00,2025-06-01T00:00:00,1482,495,WF_W5_20260821
W1,JINDALSTEL,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,JINDALSTEL,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,JINDALSTEL,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,JINDALSTEL,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,JINDALSTEL,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,JSWENERGY,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,JSWENERGY,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,JSWENERGY,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,JSWENERGY,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,JSWENERGY,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,JSWSTEEL,2017-06-01T00:00:00,2021-06-01T00:00:00,740,247,WF_W1_20260821
W2,JSWSTEEL,2017-06-01T00:00:00,2022-06-01T00:00:00,927,310,WF_W2_20260821
W3,JSWSTEEL,2017-06-01T00:00:00,2023-06-01T00:00:00,1113,372,WF_W3_20260821
W4,JSWSTEEL,2017-06-01T00:00:00,2024-06-01T00:00:00,1297,433,WF_W4_20260821
W5,JSWSTEEL,2017-06-01T00:00:00,2025-06-01T00:00:00,1482,495,WF_W5_20260821
W1,JUBLFOOD,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,JUBLFOOD,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,JUBLFOOD,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,JUBLFOOD,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,JUBLFOOD,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W2,KALYANKJIL,2021-03-26T00:00:00,2022-06-01T00:00:00,218,73,WF_W2_20260821
W3,KALYANKJIL,2021-03-26T00:00:00,2023-06-01T00:00:00,403,135,WF_W3_20260821
W4,KALYANKJIL,2021-03-26T00:00:00,2024-06-01T00:00:00,587,196,WF_W4_20260821
W5,KALYANKJIL,2021-03-26T00:00:00,2025-06-01T00:00:00,772,258,WF_W5_20260821
W1,KANSAINER,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,KANSAINER,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,KANSAINER,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,KANSAINER,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,KANSAINER,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,KARURVYSYA,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,KARURVYSYA,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,KARURVYSYA,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,KARURVYSYA,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,KARURVYSYA,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,KEI,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,KEI,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,KEI,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,KEI,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,KEI,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,KOTAKBANK,2017-06-01T00:00:00,2021-06-01T00:00:00,740,247,WF_W1_20260821
W2,KOTAKBANK,2017-06-01T00:00:00,2022-06-01T00:00:00,927,310,WF_W2_20260821
W3,KOTAKBANK,2017-06-01T00:00:00,2023-06-01T00:00:00,1113,372,WF_W3_20260821
W4,KOTAKBANK,2017-06-01T00:00:00,2024-06-01T00:00:00,1297,433,WF_W4_20260821
W5,KOTAKBANK,2017-06-01T00:00:00,2025-06-01T00:00:00,1482,495,WF_W5_20260821
W1,KPITTECH,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,KPITTECH,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,KPITTECH,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,KPITTECH,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,KPITTECH,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,L&TFH,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,L&TFH,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,L&TFH,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,L&TFH,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,L&TFH,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,LICHSGFIN,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,LICHSGFIN,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,LICHSGFIN,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,LICHSGFIN,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,LICHSGFIN,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W3,LICI,2022-05-17T00:00:00,2023-06-01T00:00:00,193,65,WF_W3_20260821
W4,LICI,2022-05-17T00:00:00,2024-06-01T00:00:00,377,126,WF_W4_20260821
W5,LICI,2022-05-17T00:00:00,2025-06-01T00:00:00,562,188,WF_W5_20260821
W1,LT,2017-06-01T00:00:00,2021-06-01T00:00:00,740,247,WF_W1_20260821
W2,LT,2017-06-01T00:00:00,2022-06-01T00:00:00,927,310,WF_W2_20260821
W3,LT,2017-06-01T00:00:00,2023-06-01T00:00:00,1113,372,WF_W3_20260821
W4,LT,2017-06-01T00:00:00,2024-06-01T00:00:00,1297,433,WF_W4_20260821
W5,LT,2017-06-01T00:00:00,2025-06-01T00:00:00,1482,495,WF_W5_20260821
W1,LUPIN,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
